Test Name:,Pendulum Test 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Rate:,74,Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Static/Acceleration/X,Static/Acceleration/Y,Static/Acceleration/Z,Static/Angular Velocity/X,Static/Angular Velocity/Y,Static/Angular Velocity/Z,Static/Magnetic Field/X,Static/Magnetic Field/Y,Static/Magnetic Field/Z,Static/Orientation/Scalar,Static/Orientation/X,Static/Orientation/Y,Static/Orientation/Z,Static/Temperature/Scalar,Static/Pressure/Scalar,Upper/Acceleration/X,Upper/Acceleration/Y,Upper/Acceleration/Z,Upper/Angular Velocity/X,Upper/Angular Velocity/Y,Upper/Angular Velocity/Z,Upper/Magnetic Field/X,Upper/Magnetic Field/Y,Upper/Magnetic Field/Z,Upper/Orientation/Scalar,Upper/Orientation/X,Upper/Orientation/Y,Upper/Orientation/Z,Upper/Temperature/Scalar,Upper/Pressure/Scalar,Middle/Acceleration/X,Middle/Acceleration/Y,Middle/Acceleration/Z,Middle/Angular Velocity/X,Middle/Angular Velocity/Y,Middle/Angular Velocity/Z,Middle/Magnetic Field/X,Middle/Magnetic Field/Y,Middle/Magnetic Field/Z,Middle/Orientation/Scalar,Middle/Orientation/X,Middle/Orientation/Y,Middle/Orientation/Z,Middle/Temperature/Scalar,Middle/Pressure/Scalar,Lower/Acceleration/X,Lower/Acceleration/Y,Lower/Acceleration/Z,Lower/Angular Velocity/X,Lower/Angular Velocity/Y,Lower/Angular Velocity/Z,Lower/Magnetic Field/X,Lower/Magnetic Field/Y,Lower/Magnetic Field/Z,Lower/Orientation/Scalar,Lower/Orientation/X,Lower/Orientation/Y,Lower/Orientation/Z,Lower/Temperature/Scalar,Loewr/Pressure/Scalar
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.007555,-0.840352,0.541774,-0.015248,1,1,1,1,1,1,1,1,1,1,1,0.718807,0.324615,-0.107516,0.605295,1,1,1,1,1,1,1,1,1,1,1,-0.014142,0.804348,-0.011899,0.593871,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.007342,-0.840794,0.541086,-0.015426,1,1,1,1,1,1,1,1,1,1,1,0.719212,0.325877,-0.105723,0.604451,1,1,1,1,1,1,1,1,1,1,1,-0.013857,0.805755,-0.01191,0.591967,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.006893,-0.841736,0.539618,-0.015672,1,1,1,1,1,1,1,1,1,1,1,0.719609,0.326962,-0.104035,0.603685,1,1,1,1,1,1,1,1,1,1,1,-0.013525,0.807035,-0.011871,0.590229,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.006395,-0.842687,0.538132,-0.015883,1,1,1,1,1,1,1,1,1,1,1,0.719924,0.327987,-0.102439,0.603026,1,1,1,1,1,1,1,1,1,1,1,-0.01327,0.808226,-0.011773,0.588605,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.006133,-0.843434,0.536963,-0.015899,1,1,1,1,1,1,1,1,1,1,1,0.720228,0.32919,-0.100686,0.602302,1,1,1,1,1,1,1,1,1,1,1,-0.013064,0.809555,-0.011681,0.586782,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005586,-0.844932,0.534606,-0.015976,1,1,1,1,1,1,1,1,1,1,1,0.720435,0.330394,-0.099025,0.60167,1,1,1,1,1,1,1,1,1,1,1,-0.012979,0.810817,-0.011557,0.585041,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005179,-0.846014,0.532893,-0.016071,1,1,1,1,1,1,1,1,1,1,1,0.720652,0.331739,-0.097131,0.600979,1,1,1,1,1,1,1,1,1,1,1,-0.012887,0.812236,-0.011381,0.583075,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004874,-0.846940,0.531420,-0.016146,1,1,1,1,1,1,1,1,1,1,1,0.720865,0.333003,-0.095546,0.600278,1,1,1,1,1,1,1,1,1,1,1,-0.012835,0.813492,-0.01137,0.581323,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004386,-0.848454,0.529002,-0.016240,1,1,1,1,1,1,1,1,1,1,1,0.720975,0.334178,-0.093816,0.599766,1,1,1,1,1,1,1,1,1,1,1,-0.012813,0.814735,-0.011088,0.579585,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004182,-0.849229,0.527757,-0.016287,1,1,1,1,1,1,1,1,1,1,1,0.72115,0.335389,-0.092055,0.599152,1,1,1,1,1,1,1,1,1,1,1,-0.012727,0.816023,-0.010883,0.577777,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003921,-0.850337,0.525970,-0.016344,1,1,1,1,1,1,1,1,1,1,1,0.721548,0.33661,-0.090525,0.59822,1,1,1,1,1,1,1,1,1,1,1,-0.012471,0.817281,-0.011095,0.575998,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003591,-0.852051,0.523188,-0.016419,1,1,1,1,1,1,1,1,1,1,1,0.721916,0.337604,-0.088864,0.597465,1,1,1,1,1,1,1,1,1,1,1,-0.012109,0.81848,-0.011025,0.574301,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003546,-0.853260,0.521214,-0.016451,1,1,1,1,1,1,1,1,1,1,1,0.722074,0.338828,-0.087263,0.596817,1,1,1,1,1,1,1,1,1,1,1,-0.01208,0.819697,-0.010939,0.572565,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003464,-0.853980,0.520034,-0.016455,1,1,1,1,1,1,1,1,1,1,1,0.722071,0.34005,-0.0857,0.596351,1,1,1,1,1,1,1,1,1,1,1,-0.012223,0.820854,-0.010712,0.570907,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003196,-0.855068,0.518248,-0.016375,1,1,1,1,1,1,1,1,1,1,1,0.721918,0.34154,-0.083994,0.595927,1,1,1,1,1,1,1,1,1,1,1,-0.012601,0.82214,-0.010418,0.56905,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002957,-0.856306,0.516204,-0.016259,1,1,1,1,1,1,1,1,1,1,1,0.721736,0.342581,-0.082592,0.595747,1,1,1,1,1,1,1,1,1,1,1,-0.012888,0.8231,-0.009988,0.567663,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002934,-0.857073,0.514932,-0.016198,1,1,1,1,1,1,1,1,1,1,1,0.721527,0.343771,-0.08146,0.59547,1,1,1,1,1,1,1,1,1,1,1,-0.013334,0.82401,-0.009829,0.566334,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002880,-0.858479,0.512588,-0.016065,1,1,1,1,1,1,1,1,1,1,1,0.721685,0.345055,-0.080152,0.594713,1,1,1,1,1,1,1,1,1,1,1,-0.013395,0.825127,-0.010013,0.5647,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002806,-0.859656,0.510617,-0.015950,1,1,1,1,1,1,1,1,1,1,1,0.7216,0.345761,-0.079206,0.594533,1,1,1,1,1,1,1,1,1,1,1,-0.013547,0.825784,-0.009773,0.56374,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002797,-0.860442,0.509293,-0.015877,1,1,1,1,1,1,1,1,1,1,1,0.721493,0.346571,-0.078532,0.59428,1,1,1,1,1,1,1,1,1,1,1,-0.013836,0.826372,-0.009777,0.56287,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002799,-0.861932,0.506772,-0.015740,1,1,1,1,1,1,1,1,1,1,1,0.721526,0.347246,-0.077674,0.593959,1,1,1,1,1,1,1,1,1,1,1,-0.013873,0.827011,-0.009705,0.561931,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002778,-0.862759,0.505364,-0.015709,1,1,1,1,1,1,1,1,1,1,1,0.721693,0.347915,-0.077287,0.593415,1,1,1,1,1,1,1,1,1,1,1,-0.013889,0.827497,-0.010103,0.561207,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002831,-0.863504,0.504089,-0.015737,1,1,1,1,1,1,1,1,1,1,1,0.721262,0.348383,-0.077227,0.593671,1,1,1,1,1,1,1,1,1,1,1,-0.014524,0.827608,-0.009936,0.561031,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.002956,-0.864619,0.502173,-0.015718,1,1,1,1,1,1,1,1,1,1,1,0.723329,0.353484,-0.073831,0.588552,1,1,1,1,1,1,1,1,1,1,1,-0.013682,0.83169,-0.013561,0.554905,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003039,-0.865014,0.501492,-0.015704,1,1,1,1,1,1,1,1,1,1,1,0.723264,0.354011,-0.07345,0.588363,1,1,1,1,1,1,1,1,1,1,1,-0.013876,0.832048,-0.013615,0.554363,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003241,-0.865609,0.500463,-0.015748,1,1,1,1,1,1,1,1,1,1,1,0.723282,0.354552,-0.073175,0.588049,1,1,1,1,1,1,1,1,1,1,1,-0.014017,0.832392,-0.013844,0.553837,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003486,-0.866205,0.499426,-0.015819,1,1,1,1,1,1,1,1,1,1,1,0.723237,0.355318,-0.072615,0.587711,1,1,1,1,1,1,1,1,1,1,1,-0.014245,0.832927,-0.013974,0.553023,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.003703,-0.866361,0.499152,-0.015884,1,1,1,1,1,1,1,1,1,1,1,0.723103,0.356363,-0.07167,0.587359,1,1,1,1,1,1,1,1,1,1,1,-0.014583,0.833707,-0.013949,0.551839,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004041,-0.866798,0.498387,-0.015981,1,1,1,1,1,1,1,1,1,1,1,0.723296,0.357371,-0.070405,0.586661,1,1,1,1,1,1,1,1,1,1,1,-0.014479,0.834681,-0.014036,0.550365,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004330,-0.867260,0.497574,-0.016137,1,1,1,1,1,1,1,1,1,1,1,0.723436,0.359127,-0.068499,0.585641,1,1,1,1,1,1,1,1,1,1,1,-0.014576,0.836207,-0.014184,0.548037,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004498,-0.867537,0.497085,-0.016289,1,1,1,1,1,1,1,1,1,1,1,0.723511,0.361156,-0.066763,0.5845,1,1,1,1,1,1,1,1,1,1,1,-0.014896,0.837761,-0.01459,0.545639,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004688,-0.867904,0.496439,-0.016410,1,1,1,1,1,1,1,1,1,1,1,0.72369,0.362444,-0.064884,0.583692,1,1,1,1,1,1,1,1,1,1,1,-0.014754,0.83908,-0.014466,0.543615,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005007,-0.868624,0.495169,-0.016591,1,1,1,1,1,1,1,1,1,1,1,0.724158,0.364766,-0.062114,0.581964,1,1,1,1,1,1,1,1,1,1,1,-0.0145,0.841252,-0.014839,0.540244,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005162,-0.869240,0.494081,-0.016722,1,1,1,1,1,1,1,1,1,1,1,0.724355,0.367961,-0.059127,0.580015,1,1,1,1,1,1,1,1,1,1,1,-0.014827,0.843794,-0.015445,0.53624,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005206,-0.870121,0.492522,-0.016870,1,1,1,1,1,1,1,1,1,1,1,0.724706,0.370546,-0.056251,0.578215,1,1,1,1,1,1,1,1,1,1,1,-0.014755,0.846066,-0.015855,0.532638,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005339,-0.871555,0.489971,-0.017105,1,1,1,1,1,1,1,1,1,1,1,0.725156,0.372884,-0.052979,0.576454,1,1,1,1,1,1,1,1,1,1,1,-0.014358,0.848403,-0.015942,0.528916,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005368,-0.872548,0.488196,-0.017197,1,1,1,1,1,1,1,1,1,1,1,0.725227,0.374819,-0.049953,0.575379,1,1,1,1,1,1,1,1,1,1,1,-0.014252,0.850372,-0.015483,0.52576,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005420,-0.874216,0.485200,-0.017274,1,1,1,1,1,1,1,1,1,1,1,0.725194,0.377237,-0.046607,0.574121,1,1,1,1,1,1,1,1,1,1,1,-0.014357,0.852627,-0.015084,0.522104,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005504,-0.876147,0.481699,-0.017379,1,1,1,1,1,1,1,1,1,1,1,0.725543,0.380088,-0.043373,0.572048,1,1,1,1,1,1,1,1,1,1,1,-0.014252,0.855106,-0.015543,0.518025,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005471,-0.877368,0.479471,-0.017434,1,1,1,1,1,1,1,1,1,1,1,0.725832,0.383191,-0.039755,0.56987,1,1,1,1,1,1,1,1,1,1,1,-0.01419,0.857802,-0.015905,0.513537,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005425,-0.879808,0.474973,-0.017571,1,1,1,1,1,1,1,1,1,1,1,0.726362,0.385855,-0.036243,0.567627,1,1,1,1,1,1,1,1,1,1,1,-0.013709,0.860328,-0.016292,0.509296,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005415,-0.881790,0.471281,-0.017661,1,1,1,1,1,1,1,1,1,1,1,0.726771,0.388181,-0.033222,0.565699,1,1,1,1,1,1,1,1,1,1,1,-0.013347,0.862491,-0.016622,0.505622,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005376,-0.883289,0.468464,-0.017681,1,1,1,1,1,1,1,1,1,1,1,0.726904,0.389854,-0.030451,0.564532,1,1,1,1,1,1,1,1,1,1,1,-0.013082,0.864223,-0.016304,0.502675,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005264,-0.886289,0.462760,-0.017794,1,1,1,1,1,1,1,1,1,1,1,0.726852,0.391861,-0.027906,0.563341,1,1,1,1,1,1,1,1,1,1,1,-0.013202,0.865953,-0.016201,0.499689,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005181,-0.888939,0.457643,-0.017957,1,1,1,1,1,1,1,1,1,1,1,0.726678,0.394521,-0.025906,0.561802,1,1,1,1,1,1,1,1,1,1,1,-0.013858,0.867706,-0.016846,0.496599,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005138,-0.890422,0.454748,-0.018066,1,1,1,1,1,1,1,1,1,1,1,0.726766,0.396181,-0.023724,0.560615,1,1,1,1,1,1,1,1,1,1,1,-0.013783,0.869186,-0.016884,0.494004,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.005053,-0.891889,0.451862,-0.018159,1,1,1,1,1,1,1,1,1,1,1,0.726758,0.397762,-0.022,0.559575,1,1,1,1,1,1,1,1,1,1,1,-0.013908,0.87044,-0.01705,0.491782,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004894,-0.894210,0.447245,-0.018332,1,1,1,1,1,1,1,1,1,1,1,0.727224,0.39796,-0.020681,0.558878,1,1,1,1,1,1,1,1,1,1,1,-0.013102,0.871113,-0.0169,0.490617,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004804,-0.895470,0.444714,-0.018426,1,1,1,1,1,1,1,1,1,1,1,0.727377,0.398345,-0.0199,0.558434,1,1,1,1,1,1,1,1,1,1,1,-0.01286,0.871587,-0.016889,0.489782,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004744,-0.896698,0.442228,-0.018549,1,1,1,1,1,1,1,1,1,1,1,0.727383,0.398515,-0.019678,0.558312,1,1,1,1,1,1,1,1,1,1,1,-0.012855,0.871736,-0.016893,0.489516,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004660,-0.898446,0.438659,-0.018750,1,1,1,1,1,1,1,1,1,1,1,0.727264,0.398489,-0.02003,0.558473,1,1,1,1,1,1,1,1,1,1,1,-0.013075,0.871569,-0.01696,0.489805,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004634,-0.899051,0.437413,-0.018852,1,1,1,1,1,1,1,1,1,1,1,0.72721,0.397639,-0.020864,0.559119,1,1,1,1,1,1,1,1,1,1,1,-0.013046,0.870916,-0.01674,0.490973,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004644,-0.899902,0.435656,-0.018940,1,1,1,1,1,1,1,1,1,1,1,0.727114,0.396749,-0.021453,0.559853,1,1,1,1,1,1,1,1,1,1,1,-0.012974,0.870326,-0.016288,0.492036,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004646,-0.900706,0.433988,-0.019004,1,1,1,1,1,1,1,1,1,1,1,0.727134,0.395904,-0.022415,0.560387,1,1,1,1,1,1,1,1,1,1,1,-0.012903,0.869645,-0.016244,0.493242,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004634,-0.900709,0.433980,-0.019024,1,1,1,1,1,1,1,1,1,1,1,0.726998,0.394945,-0.023496,0.561195,1,1,1,1,1,1,1,1,1,1,1,-0.012986,0.868836,-0.016008,0.494671,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004629,-0.900806,0.433777,-0.019105,1,1,1,1,1,1,1,1,1,1,1,0.726987,0.39394,-0.024692,0.561865,1,1,1,1,1,1,1,1,1,1,1,-0.01295,0.867996,-0.015953,0.496146,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004645,-0.900705,0.433983,-0.019151,1,1,1,1,1,1,1,1,1,1,1,0.726951,0.392864,-0.025781,0.562615,1,1,1,1,1,1,1,1,1,1,1,-0.012881,0.867159,-0.015749,0.497616,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004660,-0.900199,0.435034,-0.019106,1,1,1,1,1,1,1,1,1,1,1,0.726947,0.391833,-0.026925,0.563286,1,1,1,1,1,1,1,1,1,1,1,-0.012808,0.866325,-0.015655,0.49907,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004648,-0.899615,0.436243,-0.019037,1,1,1,1,1,1,1,1,1,1,1,0.727042,0.39081,-0.027987,0.563821,1,1,1,1,1,1,1,1,1,1,1,-0.012608,0.865549,-0.015631,0.500422,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004632,-0.899142,0.437219,-0.019030,1,1,1,1,1,1,1,1,1,1,1,0.726939,0.38973,-0.028984,0.564651,1,1,1,1,1,1,1,1,1,1,1,-0.012577,0.864723,-0.015298,0.501858,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004683,-0.898207,0.439136,-0.019031,1,1,1,1,1,1,1,1,1,1,1,0.726726,0.388539,-0.030094,0.565687,1,1,1,1,1,1,1,1,1,1,1,-0.012648,0.863781,-0.014829,0.50349,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004740,-0.896936,0.441730,-0.018937,1,1,1,1,1,1,1,1,1,1,1,0.726567,0.387601,-0.031052,0.566481,1,1,1,1,1,1,1,1,1,1,1,-0.012718,0.86301,-0.014528,0.504817,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004723,-0.895987,0.443659,-0.018764,1,1,1,1,1,1,1,1,1,1,1,0.726401,0.387183,-0.031603,0.56695,1,1,1,1,1,1,1,1,1,1,1,-0.012885,0.862596,-0.014367,0.505525,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004719,-0.895428,0.444790,-0.018661,1,1,1,1,1,1,1,1,1,1,1,0.726433,0.386941,-0.031828,0.567061,1,1,1,1,1,1,1,1,1,1,1,-0.012818,0.862423,-0.014358,0.505822,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004710,-0.894546,0.446570,-0.018450,1,1,1,1,1,1,1,1,1,1,1,0.726523,0.386803,-0.031828,0.56704,1,1,1,1,1,1,1,1,1,1,1,-0.012667,0.86239,-0.01435,0.505883,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004699,-0.893648,0.448376,-0.018192,1,1,1,1,1,1,1,1,1,1,1,0.726569,0.386891,-0.031582,0.566935,1,1,1,1,1,1,1,1,1,1,1,-0.012583,0.862528,-0.014312,0.505651,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004732,-0.893359,0.448955,-0.018054,1,1,1,1,1,1,1,1,1,1,1,0.72676,0.387003,-0.03104,0.566644,1,1,1,1,1,1,1,1,1,1,1,-0.012271,0.862821,-0.014264,0.505159,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004802,-0.892777,0.450122,-0.017778,1,1,1,1,1,1,1,1,1,1,1,0.726714,0.387464,-0.030377,0.566424,1,1,1,1,1,1,1,1,1,1,1,-0.012315,0.863241,-0.014148,0.504444,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004870,-0.892359,0.450959,-0.017556,1,1,1,1,1,1,1,1,1,1,1,0.726768,0.387834,-0.029529,0.566146,1,1,1,1,1,1,1,1,1,1,1,-0.012162,0.863716,-0.013953,0.503638,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004885,-0.892326,0.451029,-0.017401,1,1,1,1,1,1,1,1,1,1,1,0.726523,0.389352,-0.028738,0.565459,1,1,1,1,1,1,1,1,1,1,1,-0.0128,0.864558,-0.01437,0.502164,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004826,-0.892172,0.451346,-0.017088,1,1,1,1,1,1,1,1,1,1,1,0.726515,0.389936,-0.027683,0.565119,1,1,1,1,1,1,1,1,1,1,1,-0.012737,0.865179,-0.014147,0.501101,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004753,-0.892230,0.451241,-0.016878,1,1,1,1,1,1,1,1,1,1,1,0.72644,0.390467,-0.026967,0.564884,1,1,1,1,1,1,1,1,1,1,1,-0.012822,0.865637,-0.014022,0.500312,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004658,-0.892569,0.450577,-0.016710,1,1,1,1,1,1,1,1,1,1,1,0.726454,0.39012,-0.026077,0.565147,1,1,1,1,1,1,1,1,1,1,1,-0.012413,0.865828,-0.013192,0.500014,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004555,-0.892935,0.449860,-0.016523,1,1,1,1,1,1,1,1,1,1,1,0.726532,0.390373,-0.025628,0.564893,1,1,1,1,1,1,1,1,1,1,1,-0.012301,0.866114,-0.013193,0.499522,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004475,-0.893218,0.449303,-0.016411,1,1,1,1,1,1,1,1,1,1,1,0.726457,0.39031,-0.025528,0.565037,1,1,1,1,1,1,1,1,1,1,1,-0.012327,0.866106,-0.012995,0.499539,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004344,-0.893705,0.448343,-0.016163,1,1,1,1,1,1,1,1,1,1,1,0.726589,0.390154,-0.025498,0.564976,1,1,1,1,1,1,1,1,1,1,1,-0.012116,0.866087,-0.013001,0.499577,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004217,-0.894107,0.447549,-0.015950,1,1,1,1,1,1,1,1,1,1,1,0.72664,0.389773,-0.025772,0.565161,1,1,1,1,1,1,1,1,1,1,1,-0.01199,0.865846,-0.012931,0.499999,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004157,-0.894333,0.447102,-0.015817,1,1,1,1,1,1,1,1,1,1,1,0.726471,0.389176,-0.026323,0.565763,1,1,1,1,1,1,1,1,1,1,1,-0.012092,0.865362,-0.012621,0.500842,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004142,-0.894735,0.446310,-0.015485,1,1,1,1,1,1,1,1,1,1,1,0.72625,0.387954,-0.027407,0.566835,1,1,1,1,1,1,1,1,1,1,1,-0.012154,0.864417,-0.0121,0.502484,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004249,-0.894813,0.446159,-0.015280,1,1,1,1,1,1,1,1,1,1,1,0.726004,0.386849,-0.028576,0.567846,1,1,1,1,1,1,1,1,1,1,1,-0.012309,0.863479,-0.011704,0.504099,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004335,-0.894633,0.446522,-0.015213,1,1,1,1,1,1,1,1,1,1,1,0.725597,0.38481,-0.030368,0.569656,1,1,1,1,1,1,1,1,1,1,1,-0.012439,0.861889,-0.0108,0.506829,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004315,-0.894385,0.447023,-0.015081,1,1,1,1,1,1,1,1,1,1,1,0.725311,0.38303,-0.032169,0.571119,1,1,1,1,1,1,1,1,1,1,1,-0.012539,0.860427,-0.010251,0.509315,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004359,-0.893815,0.448167,-0.014900,1,1,1,1,1,1,1,1,1,1,1,0.725281,0.381264,-0.034645,0.572193,1,1,1,1,1,1,1,1,1,1,1,-0.01256,0.858781,-0.010447,0.512082,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004440,-0.893306,0.449183,-0.014779,1,1,1,1,1,1,1,1,1,1,1,0.725251,0.379302,-0.037359,0.573363,1,1,1,1,1,1,1,1,1,1,1,-0.012562,0.85696,-0.010657,0.51512,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004551,-0.892524,0.450738,-0.014646,1,1,1,1,1,1,1,1,1,1,1,0.725332,0.376878,-0.040244,0.574662,1,1,1,1,1,1,1,1,1,1,1,-0.012298,0.854906,-0.010761,0.518525,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004687,-0.891288,0.453184,-0.014454,1,1,1,1,1,1,1,1,1,1,1,0.72532,0.374166,-0.043283,0.576227,1,1,1,1,1,1,1,1,1,1,1,-0.012049,0.852643,-0.010658,0.522246,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004771,-0.890401,0.454926,-0.014342,1,1,1,1,1,1,1,1,1,1,1,0.724799,0.370818,-0.047025,0.578749,1,1,1,1,1,1,1,1,1,1,1,-0.012254,0.849709,-0.009995,0.527015,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0.004931,-0.888814,0.458022,-0.014172,1,1,1,1,1,1,1,1,1,1,1,0.724482,0.368304,-0.050667,0.58044,1,1,1,1,1,1,1,1,1,1,1,-0.012545,0.847198,-0.010158,0.531031,1,1
