IMU_Q0,IMU_Q1,IMU_Q2,IMU_Q3,OpTr_Q0, OpTr_Q1, OpTr_Q2, OpTr_Q3
-0.049089,0.72368,-0.683826,0.079179,0.673074,0.429068,-0.595204,-0.092759
-0.051926,0.73061,-0.675852,0.082133,0.676978,0.451035,-0.5745,-0.090657
-0.055268,0.740032,-0.664689,0.086586,0.667511,0.465218,-0.57223,-0.102737
-0.059257,0.750732,-0.651429,0.092413,0.674601,0.46609,-0.563406,-0.101227
-0.060889,0.754159,-0.646811,0.095824,0.681242,0.467498,-0.553731,-0.103617
-0.06476,0.759767,-0.638842,0.102222,0.68812,0.469365,-0.5429,-0.106988
-0.068404,0.764382,-0.632053,0.107513,0.686593,0.459386,-0.552242,-0.112181
-0.070682,0.766447,-0.628778,0.1105,0.698088,0.459801,-0.536599,-0.115399
-0.074751,0.772016,-0.620377,0.116382,nan,nan,nan,nan
-0.076719,0.776293,-0.614085,0.11997,nan,nan,nan,nan
-0.07765,0.782617,-0.605091,0.123915,0.72613,0.451422,-0.503106,-0.12585
-0.079108,0.791528,-0.591963,0.129667,0.744206,0.439435,-0.486821,-0.126728
-0.078913,0.796738,-0.584465,0.131877,0.744512,0.440902,-0.482926,-0.134501
-0.078356,0.806034,-0.570996,0.13469,0.768059,0.420046,-0.463257,-0.137984
-0.078117,0.814831,-0.557747,0.13738,0.771366,0.42141,-0.455173,-0.142217
-0.077743,0.819673,-0.550463,0.138178,0.777093,0.418444,-0.446731,-0.146501
-0.077132,0.829342,-0.535352,0.140179,0.782382,0.416104,-0.437891,-0.151617
-0.076529,0.837932,-0.521533,0.141512,0.780097,0.420729,-0.436811,-0.153728
-0.076097,0.842326,-0.514399,0.141768,0.775319,0.432135,-0.43367,-0.155149
-0.075522,0.846367,-0.507682,0.14223,0.782395,0.427988,-0.422901,-0.160747
-0.074223,0.85314,-0.496315,0.142566,0.785813,0.425796,-0.416944,-0.165393
-0.072996,0.857553,-0.488865,0.142459,0.788978,0.422441,-0.412494,-0.170018
-0.071363,0.86152,-0.482234,0.141947,0.791662,0.419364,-0.408559,-0.174595
-0.068968,0.868168,-0.470737,0.141225,0.794574,0.415429,-0.404977,-0.179064
-0.067701,0.871535,-0.464841,0.140624,0.797652,0.410456,-0.401983,-0.18354
-0.065614,0.875892,-0.457251,0.139421,0.800946,0.405153,-0.398637,-0.188213
-0.06304,0.880951,-0.44828,0.137862,0.803994,0.401081,-0.39387,-0.193891
-0.061521,0.882929,-0.445074,0.136268,0.806694,0.397334,-0.3898,-0.198559
-0.05814,0.886908,-0.438598,0.13287,0.809916,0.394474,-0.383343,-0.203654
-0.055408,0.890228,-0.433078,0.129909,0.811903,0.391028,-0.380193,-0.208238
-0.053785,0.892608,-0.42927,0.12686,0.812492,0.383409,-0.384762,-0.211688
-0.05073,0.897196,-0.421563,0.121486,0.815692,0.38294,-0.376239,-0.215517
-0.048706,0.899636,-0.41747,0.118367,0.818996,0.37993,-0.36977,-0.219473
-0.046116,0.902204,-0.41325,0.114611,0.820635,0.373833,-0.370703,-0.222232
-0.041867,0.90647,-0.405892,0.108708,0.81915,0.367943,-0.379343,-0.22296
-0.0385,0.909279,-0.400912,0.104916,0.820141,0.362552,-0.381145,-0.225061
-0.037084,0.910709,-0.398304,0.102946,0.821596,0.359433,-0.379623,-0.227321
-0.035819,0.912612,-0.394888,0.099643,0.823347,0.355174,-0.378383,-0.229731
-0.03398,0.914789,-0.391105,0.095144,0.824098,0.35201,-0.378305,-0.232028
-0.032906,0.915534,-0.390147,0.092252,0.825693,0.346763,-0.378613,-0.23375
-0.031456,0.916862,-0.388285,0.087284,0.826669,0.342497,-0.37936,-0.235371
-0.030153,0.918368,-0.385791,0.082861,0.837319,0.297029,-0.391715,-0.239228
-0.029237,0.919375,-0.383908,0.080736,0.826075,0.349074,-0.370113,-0.24241
-0.027154,0.921166,-0.380714,0.076038,0.827716,0.336981,-0.376026,-0.244815
-0.025869,0.922141,-0.379081,0.072759,0.827181,0.336878,-0.375716,-0.24723
-0.02501,0.922735,-0.378266,0.069697,0.829342,0.322277,-0.382523,-0.249009
-0.023381,0.923909,-0.37639,0.064698,0.829038,0.320437,-0.383041,-0.251587
-0.022169,0.924341,-0.37578,0.062467,0.828555,0.320706,-0.38236,-0.253859
-0.019658,0.924703,-0.375596,0.058952,0.827927,0.324401,-0.37973,-0.25516
-0.016978,0.925139,-0.375292,0.054726,0.828663,0.319124,-0.381746,-0.256411
-0.015709,0.92527,-0.375295,0.052826,0.829057,0.317025,-0.381376,-0.258286
-0.012992,0.925669,-0.374927,0.049071,0.828706,0.314787,-0.383213,-0.25943
-0.011032,0.926009,-0.374541,0.045964,0.829163,0.306764,-0.388518,-0.259688
-0.010415,0.926354,-0.374018,0.043339,0.828849,0.300712,-0.394704,-0.258439
-0.00918,0.927025,-0.372953,0.038166,0.834427,0.27603,-0.399582,-0.260523
-0.008087,0.92742,-0.372453,0.0334,0.833876,0.271337,-0.404333,-0.259887
-0.007227,0.927346,-0.372903,0.030491,0.832619,0.269866,-0.408367,-0.259142
-0.006318,0.926786,-0.37454,0.027513,0.832679,0.264075,-0.412538,-0.258306
-0.005643,0.925845,-0.377159,0.023212,0.826338,0.288932,-0.410347,-0.255536
-0.005659,0.92513,-0.379031,0.021167,0.82253,0.300171,-0.410488,-0.254639
-0.005611,0.924,-0.381904,0.018724,0.82264,0.296574,-0.413739,-0.253233
-0.005308,0.922525,-0.385622,0.015009,0.822192,0.296802,-0.415173,-0.252071
-0.005558,0.921712,-0.387627,0.013053,0.826355,0.276884,-0.42009,-0.252977
-0.006209,0.92056,-0.390444,0.009644,0.830891,0.251032,-0.425953,-0.255277
-0.006455,0.919609,-0.392737,0.006544,0.830605,0.251895,-0.426402,-0.254608
-0.006436,0.919133,-0.393879,0.004783,0.830787,0.249653,-0.428217,-0.253172
-0.007161,0.918057,-0.396394,0.001251,0.821668,0.265869,-0.439642,-0.246758
-0.007913,0.917633,-0.397361,-0.000842,0.822747,0.259882,-0.442933,-0.243638
-0.008456,0.917723,-0.397131,-0.002729,0.822897,0.255273,-0.447692,-0.239267
-0.008968,0.917541,-0.397507,-0.005956,0.823485,0.249957,-0.451242,-0.236168
-0.009504,0.917354,-0.397896,-0.007728,0.824819,0.244015,-0.453064,-0.234228
-0.01105,0.916644,-0.39941,-0.011051,0.82568,0.240417,-0.454262,-0.232589
-0.013076,0.915584,-0.401643,-0.015003,0.8269,0.237598,-0.454146,-0.231378
-0.015571,0.914329,-0.404266,-0.018359,0.827223,0.236306,-0.454764,-0.23033
-0.020419,0.912127,-0.408633,-0.025226,0.827485,0.235558,-0.454907,-0.229873
-0.024706,0.910721,-0.411024,-0.032335,0.827451,0.236077,-0.454904,-0.229467
-0.026752,0.910525,-0.410991,-0.036386,0.826816,0.236041,-0.456403,-0.228813
-0.028021,0.910427,-0.410935,-0.038467,0.82615,0.236879,-0.457538,-0.228087
-0.030183,0.910353,-0.410648,-0.041529,0.825223,0.237524,-0.459157,-0.227519
-0.031345,0.910335,-0.410434,-0.043141,0.824517,0.237852,-0.460494,-0.227031
-0.031413,0.910169,-0.410791,-0.043181,0.824005,0.238139,-0.461495,-0.226558
-0.031945,0.909743,-0.411622,-0.04386,0.824002,0.238212,-0.461572,-0.226332
-0.032108,0.909286,-0.412614,-0.043892,0.824189,0.238121,-0.461326,-0.22625
-0.032071,0.908466,-0.414461,-0.043505,0.824426,0.238083,-0.46105,-0.22599
-0.032156,0.907554,-0.416459,-0.043399,0.824542,0.23817,-0.461091,-0.225392
-0.032197,0.90718,-0.417269,-0.0434,0.824734,0.238542,-0.460904,-0.224674
-0.032444,0.906758,-0.418187,-0.043211,0.824351,0.238932,-0.461609,-0.224218
-0.032648,0.906582,-0.41857,-0.043011,0.824012,0.239555,-0.461769,-0.224472
-0.032796,0.906792,-0.418115,-0.042927,0.823534,0.239988,-0.462397,-0.224467
-0.033293,0.906821,-0.418019,-0.042845,0.823319,0.240895,-0.462474,-0.224129
-0.033835,0.906729,-0.418182,-0.042786,0.823044,0.242115,-0.462479,-0.223814
-0.034488,0.906552,-0.418526,-0.042637,0.822569,0.243676,-0.462735,-0.223335
-0.034974,0.906354,-0.418939,-0.042416,0.822318,0.244533,-0.462994,-0.222784
-0.034638,0.906292,-0.419115,-0.042264,0.821867,0.245475,-0.46362,-0.222111
-0.034407,0.906125,-0.419538,-0.041838,0.821663,0.246052,-0.464007,-0.221417
-0.034562,0.905894,-0.420128,-0.040778,0.821464,0.246303,-0.464496,-0.22085
-0.034727,0.905748,-0.420553,-0.039494,0.821127,0.246987,-0.464808,-0.220685
-0.034807,0.905553,-0.421022,-0.038866,0.820867,0.24745,-0.465145,-0.220423
-0.035058,0.905089,-0.422073,-0.038062,0.820296,0.247881,-0.466065,-0.220119
-0.03541,0.9047,-0.422941,-0.037345,0.819946,0.248418,-0.466678,-0.219519
-0.035727,0.904616,-0.423104,-0.037241,0.819605,0.248926,-0.467204,-0.2191
-0.036111,0.904358,-0.423646,-0.036946,0.819022,0.249966,-0.467816,-0.218789
-0.036205,0.904096,-0.424212,-0.036788,0.817577,0.252696,-0.46895,-0.218628
-0.036147,0.903766,-0.424931,-0.036647,0.8178,0.252208,-0.468965,-0.218325
-0.036281,0.903252,-0.426054,-0.036162,0.818103,0.252141,-0.468588,-0.218078
-0.036375,0.902984,-0.426638,-0.035867,0.818002,0.252164,-0.468758,-0.218062
-0.036491,0.902629,-0.427419,-0.035375,0.818325,0.252049,-0.46828,-0.218012
-0.036651,0.902237,-0.428277,-0.034831,0.818342,0.251963,-0.46831,-0.217984
-0.036797,0.902182,-0.428388,-0.034744,0.818172,0.252242,-0.468551,-0.217779
-0.037086,0.902101,-0.428549,-0.034535,0.817931,0.252614,-0.468866,-0.217577
-0.037333,0.902064,-0.428613,-0.034424,0.817891,0.252553,-0.469078,-0.217341
-0.0375,0.902144,-0.428424,-0.034518,0.817702,0.25281,-0.469218,-0.21745
-0.037732,0.902126,-0.428445,-0.034469,0.817643,0.25288,-0.469397,-0.217204
-0.037797,0.901911,-0.428898,-0.034394,0.817222,0.253093,-0.470015,-0.217206
-0.037807,0.901709,-0.429331,-0.034297,0.816955,0.253288,-0.47037,-0.217215
-0.03787,0.901553,-0.429668,-0.034103,0.816564,0.253482,-0.471052,-0.21698
-0.037881,0.901286,-0.430245,-0.033861,0.816625,0.253656,-0.471029,-0.216594
-0.037906,0.90112,-0.430602,-0.033699,0.816674,0.253698,-0.471037,-0.216347
-0.037872,0.900891,-0.431102,-0.033469,0.816794,0.253534,-0.471028,-0.216105
-0.037727,0.900533,-0.431884,-0.033195,0.816781,0.253575,-0.471103,-0.21594
-0.037629,0.900327,-0.432327,-0.033138,0.816703,0.253587,-0.47124,-0.215924
-0.037746,0.900081,-0.43284,-0.032982,0.816566,0.253725,-0.471465,-0.215788
-0.037967,0.899908,-0.433195,-0.032783,0.816502,0.254143,-0.471368,-0.215751
-0.038232,0.899923,-0.433143,-0.032758,0.816491,0.25421,-0.471315,-0.215829
-0.038651,0.899868,-0.433215,-0.03282,0.816237,0.254502,-0.471568,-0.215891
-0.038774,0.899795,-0.433352,-0.032885,0.816038,0.25427,-0.472175,-0.215588
-0.038793,0.899759,-0.433427,-0.032846,0.815437,0.254303,-0.473171,-0.215643
-0.03902,0.899739,-0.433459,-0.032679,0.815237,0.253973,-0.473858,-0.21528
-0.03905,0.899735,-0.433479,-0.032535,0.81525,0.253923,-0.473958,-0.215067
-0.038917,0.899666,-0.433642,-0.032423,0.815275,0.253568,-0.474065,-0.215157
-0.038805,0.899525,-0.433944,-0.032419,0.815591,0.253232,-0.473822,-0.214891
-0.038749,0.899309,-0.434381,-0.032628,0.81557,0.253187,-0.473899,-0.214853
-0.038676,0.898942,-0.435117,-0.033002,0.815626,0.253162,-0.473902,-0.214664
-0.038741,0.898734,-0.435513,-0.033388,0.816045,0.252962,-0.473453,-0.214296
-0.038904,0.898753,-0.435439,-0.033642,0.816623,0.252592,-0.472856,-0.213849
-0.039013,0.898798,-0.435324,-0.033803,0.81766,0.251714,-0.471791,-0.213272
-0.039185,0.898872,-0.435128,-0.034143,0.818422,0.25063,-0.471304,-0.212701
-0.039353,0.898904,-0.435024,-0.034452,0.819228,0.24943,-0.470802,-0.212123
-0.039699,0.898961,-0.434851,-0.034744,0.820617,0.245084,-0.471233,-0.210857
-0.040413,0.899177,-0.434299,-0.035242,0.821638,0.239203,-0.473128,-0.209385
-0.040961,0.899353,-0.433851,-0.03564,0.825761,0.255746,-0.457375,-0.208617
-0.041826,0.89961,-0.433167,-0.036422,0.827369,0.252554,-0.456803,-0.207383
-0.042946,0.899882,-0.432393,-0.037581,0.829746,0.249254,-0.454996,-0.205846
-0.04371,0.89987,-0.432247,-0.038657,0.832426,0.24816,-0.451464,-0.204118
-0.045418,0.899866,-0.431886,-0.040751,0.834708,0.219397,-0.46261,-0.202779
-0.047133,0.900001,-0.43123,-0.042745,0.837346,0.209244,-0.463265,-0.201133
-0.048668,0.90044,-0.429933,-0.044801,0.840152,0.20139,-0.462655,-0.198837
-0.051599,0.901332,-0.427264,-0.048921,0.843372,0.193546,-0.461386,-0.195923
-0.053711,0.902069,-0.425093,-0.051886,0.846831,0.184329,-0.460417,-0.192134
-0.056569,0.903128,-0.421937,-0.056021,0.849916,0.174882,-0.460105,-0.188048
-0.060864,0.904479,-0.417522,-0.062429,0.852774,0.164217,-0.460615,-0.183422
-0.063279,0.904969,-0.415465,-0.066515,0.855805,0.151742,-0.461414,-0.177959
-0.067577,0.905416,-0.412579,-0.073778,0.85998,0.156156,-0.453971,-0.173092
-0.072389,0.905785,-0.409516,-0.081366,0.864079,0.165787,-0.444203,-0.169011
-0.075959,0.905712,-0.407986,-0.086443,0.866178,0.152922,-0.446476,-0.164345
-0.08345,0.905444,-0.404577,-0.097634,0.868081,0.143824,-0.447449,-0.159812
-0.092344,0.904719,-0.400968,-0.11041,0.869816,0.134428,-0.448856,-0.154524
-0.098629,0.903928,-0.398821,-0.118901,0.871368,0.124978,-0.450431,-0.149032
-0.103285,0.903297,-0.397085,-0.125374,0.872998,0.116634,-0.451505,-0.142879
-0.111017,0.901934,-0.394396,-0.136573,0.874506,0.110914,-0.451662,-0.13762
-0.116292,0.900734,-0.392826,-0.144397,0.875861,0.106546,-0.451315,-0.133527
-0.120576,0.89945,-0.39216,-0.150567,0.875965,0.101099,-0.453703,-0.128915
-0.128765,0.897078,-0.390555,-0.1617,0.876141,0.095569,-0.455894,-0.124118
-0.133486,0.895734,-0.389773,-0.167117,0.876253,0.09082,-0.458096,-0.118664
-0.139278,0.894169,-0.389015,-0.172453,0.876809,0.086496,-0.459561,-0.111931
-0.146299,0.892089,-0.388047,-0.17945,0.877655,0.082386,-0.460366,-0.104871
-0.148963,0.890988,-0.388314,-0.182131,0.877954,0.076854,-0.462132,-0.098613
-0.154436,0.888484,-0.38916,-0.187907,0.878922,0.072574,-0.462322,-0.092127
-0.159698,0.886054,-0.390025,-0.19312,0.88003,0.068555,-0.462203,-0.084942
-0.163829,0.884104,-0.391302,-0.195988,0.881031,0.064347,-0.462292,-0.077006
-0.171908,0.880475,-0.393049,-0.201827,0.882232,0.060884,-0.461809,-0.068505
-0.176985,0.878424,-0.393681,-0.205112,0.883076,0.057471,-0.461716,-0.060774
-0.18298,0.87647,-0.393725,-0.208108,0.883543,0.053845,-0.46229,-0.052346
-0.193636,0.872772,-0.393908,-0.213584,0.883951,0.048436,-0.462914,-0.044677
-0.202536,0.869827,-0.393832,-0.217453,0.884552,0.043667,-0.462928,-0.036861
-0.207914,0.867952,-0.393924,-0.219689,0.884297,0.039698,-0.464375,-0.028267
-0.215466,0.865096,-0.394307,-0.222969,0.885133,0.037145,-0.463521,-0.017536
-0.225579,0.861292,-0.394606,-0.227126,0.886432,0.03674,-0.461373,-0.004797
-0.231031,0.859251,-0.394673,-0.229249,0.885209,0.033133,-0.464005,0.002524
-0.240172,0.855648,-0.394959,-0.23281,0.886463,0.031542,-0.461582,0.011417
-0.249552,0.851616,-0.39567,-0.236491,0.882856,0.026332,-0.46868,0.014486
-0.254456,0.848785,-0.397366,-0.238589,0.882154,0.023486,-0.469986,0.019144
-0.264396,0.842977,-0.400526,-0.243049,0.880799,0.020461,-0.472533,0.022088
-0.271218,0.838857,-0.402692,-0.246186,0.879999,0.017269,-0.473898,0.026925
-0.275609,0.83573,-0.404662,-0.2487,0.879559,0.014815,-0.474447,0.032493
-0.283272,0.830326,-0.407681,-0.25322,0.878729,0.012546,-0.475624,0.038219
-0.286389,0.827874,-0.408862,-0.255825,0.877649,0.010205,-0.477175,0.04395
-0.289234,0.824969,-0.410476,-0.2594,0.876711,0.0086,-0.478416,0.049211
-0.293243,0.821185,-0.412645,-0.263436,0.875478,0.006904,-0.480177,0.054047
-0.295584,0.819459,-0.413483,-0.264874,0.874868,0.005819,-0.480812,0.058235
-0.301503,0.815477,-0.41525,-0.267712,0.874435,0.004993,-0.481146,0.061948
-0.308422,0.810677,-0.417659,-0.270645,0.875984,0.007037,-0.477443,0.068198
-0.312712,0.80775,-0.419349,-0.271856,0.874007,0.003948,-0.481073,0.068298
-0.315822,0.805765,-0.420375,-0.272569,0.873805,0.003683,-0.480951,0.071679
-0.320825,0.80248,-0.422091,-0.27376,0.873351,0.00299,-0.481364,0.074416
-0.324334,0.800091,-0.423344,-0.274683,0.873444,0.002822,-0.480653,0.077847
-0.326323,0.799009,-0.423579,-0.275114,0.873122,0.002752,-0.480773,0.080675
-0.330865,0.79679,-0.423878,-0.275665,0.872528,0.003176,-0.481408,0.083258
-0.333532,0.795657,-0.423854,-0.275757,0.871675,0.003928,-0.482663,0.084874
-0.336245,0.794693,-0.423603,-0.275631,0.870726,0.004341,-0.484071,0.086558
-0.340348,0.792969,-0.423548,-0.275644,0.870607,0.008205,-0.484821,0.083215
-0.342036,0.792088,-0.423905,-0.275539,0.8703,0.007487,-0.484502,0.088207
-0.34452,0.790432,-0.425114,-0.275339,0.870552,0.009871,-0.483973,0.088387
-0.346878,0.788739,-0.426427,-0.275202,0.870936,0.013586,-0.483713,0.085485
-0.347425,0.787962,-0.427587,-0.274939,0.870966,0.017527,-0.484086,0.082291
-0.348733,0.786646,-0.429466,-0.274118,0.870079,0.021355,-0.486208,0.078162
-0.349503,0.786169,-0.430339,-0.273135,0.868748,0.024836,-0.489091,0.073824
-0.349746,0.786637,-0.430467,-0.271273,0.866985,0.028067,-0.492826,0.068355
-0.350352,0.786994,-0.431003,-0.268588,0.865136,0.032475,-0.496903,0.059775
-0.349965,0.787448,-0.431453,-0.267034,0.863544,0.036993,-0.500119,0.052958
-0.347414,0.788592,-0.432997,-0.264476,0.858141,0.042778,-0.509799,0.043238
-0.341388,0.790642,-0.436268,-0.260803,0.85577,0.049057,-0.513915,0.033789
-0.333085,0.793008,-0.440008,-0.258061,0.853435,0.055449,-0.517638,0.024998
-0.32692,0.794765,-0.442547,-0.256187,0.851364,0.06259,-0.520541,0.017267
-0.316686,0.797716,-0.446556,-0.252892,0.848741,0.067633,-0.524392,0.008796
-0.305597,0.800774,-0.450915,-0.249111,0.846534,0.073392,-0.527249,0.001736
-0.30009,0.802326,-0.453332,-0.246409,0.843837,0.079329,-0.530668,-0.006064
-0.289223,0.805321,-0.457831,-0.241263,0.841072,0.085421,-0.533957,-0.013781
-0.28051,0.807704,-0.461253,-0.237032,0.838607,0.091501,-0.536605,-0.020552
-0.274792,0.809258,-0.463717,-0.233591,0.836275,0.098737,-0.538667,-0.027072
-0.263605,0.81187,-0.468676,-0.227444,0.833798,0.10631,-0.54067,-0.033998
-0.257254,0.813217,-0.471495,-0.224055,0.831379,0.113897,-0.542387,-0.040658
-0.249743,0.814699,-0.474861,-0.220024,0.829252,0.122066,-0.543291,-0.047703
-0.239085,0.816706,-0.479532,-0.214213,0.82753,0.13114,-0.543207,-0.054062
-0.234022,0.81766,-0.481775,-0.211109,0.824978,0.141638,-0.543791,-0.060347
-0.224601,0.819504,-0.485744,-0.205013,0.82189,0.154007,-0.544289,-0.067295
-0.215882,0.821259,-0.489224,-0.198991,0.813543,0.134462,-0.560863,-0.074162
-0.211291,0.822708,-0.490682,-0.194293,0.807511,0.155142,-0.562713,-0.084916
-0.20162,0.825479,-0.493687,-0.184976,0.798637,0.176506,-0.566667,-0.099569
-0.195087,0.827347,-0.49562,-0.178346,0.80211,0.170905,-0.564501,-0.09354
-0.188016,0.829253,-0.498023,-0.170215,0.800358,0.178428,-0.564001,-0.097437
-0.17496,0.831905,-0.502986,-0.156003,0.797309,0.186278,-0.564823,-0.10283
-0.164307,0.833166,-0.507884,-0.144568,0.796017,0.192001,-0.564163,-0.105887
-0.158398,0.833615,-0.510784,-0.13822,0.787709,0.20732,-0.567288,-0.121318
-0.151257,0.834441,-0.51364,-0.130428,0.793436,0.226699,-0.553013,-0.115084
-0.141536,0.835559,-0.517216,-0.119604,0.793235,0.230295,-0.551669,-0.115779
-0.137182,0.836309,-0.518351,-0.114409,0.79001,0.234805,-0.5532,-0.121327
-0.130747,0.837401,-0.519745,-0.107422,0.779069,0.246512,-0.560025,-0.136585
-0.123471,0.838248,-0.521619,-0.100093,0.778756,0.248096,-0.55913,-0.139145
-0.120822,0.838265,-0.522559,-0.098258,0.776457,0.252394,-0.559206,-0.143877
-0.115578,0.838335,-0.524332,-0.094453,0.774546,0.256876,-0.558553,-0.148699
-0.111851,0.838452,-0.525427,-0.091777,0.772118,0.263272,-0.557018,-0.155733
-0.109529,0.83869,-0.525719,-0.090726,0.7706,0.269609,-0.554278,-0.162057
-0.104074,0.839185,-0.526571,-0.087569,0.767612,0.277428,-0.552019,-0.170531
-0.10042,0.839677,-0.526851,-0.085417,0.776214,0.275195,-0.542122,-0.166923
-0.094828,0.840827,-0.526691,-0.081384,0.775688,0.280034,-0.538261,-0.173677
-0.08754,0.842312,-0.526438,-0.075629,0.768087,0.273255,-0.545539,-0.194323
-0.082938,0.843637,-0.525685,-0.071149,0.777206,0.26085,-0.539716,-0.191349
-0.073946,0.846291,-0.523886,-0.062247,0.774129,0.279934,-0.531382,-0.199987
-0.066163,0.848593,-0.522053,-0.054616,0.774055,0.283263,-0.526423,-0.208517
-0.060708,0.850716,-0.519791,-0.049221,0.773591,0.286481,-0.52184,-0.217185
-0.04943,0.854757,-0.515258,-0.03827,nan,nan,nan,nan
-0.039069,0.858519,-0.510555,-0.027608,nan,nan,nan,nan
-0.033052,0.860882,-0.507286,-0.021421,0.77627,0.296809,-0.498546,-0.246497
-0.026903,0.863457,-0.503464,-0.015842,0.775208,0.307543,-0.490164,-0.253396
-0.016665,0.86778,-0.496642,-0.006059,0.774521,0.312161,-0.48527,-0.259204
-0.010122,0.870375,-0.492294,-0.000044,0.773819,0.316913,-0.480251,-0.264819
-0.002859,0.872918,-0.487826,0.006351,0.772701,0.320186,-0.477043,-0.269898
0.007785,0.876462,-0.481149,0.016089,0.771203,0.323574,-0.474166,-0.275159
0.012493,0.877916,-0.47823,0.020314,0.769579,0.326516,-0.472455,-0.279146
0.019568,0.880027,-0.473779,0.026675,0.767388,0.329431,-0.472041,-0.282432
0.02698,0.88221,-0.468903,0.033407,0.765646,0.332411,-0.471092,-0.285239
0.029976,0.88307,-0.466921,0.035803,0.763721,0.335754,-0.470586,-0.287312
0.036716,0.884634,-0.46305,0.040838,0.761519,0.339762,-0.470071,-0.289281
0.041393,0.885412,-0.460853,0.044225,0.759107,0.343895,-0.469668,-0.291385
0.044136,0.885243,-0.460738,0.046116,0.756733,0.347782,-0.469225,-0.293651
0.049312,0.885226,-0.459832,0.050063,0.75475,0.352683,-0.467247,-0.296054
0.05169,0.884867,-0.460032,0.052137,0.753225,0.356625,-0.46499,-0.298754
0.054522,0.884035,-0.460937,0.055273,0.751661,0.361106,-0.46225,-0.301552
0.059313,0.883028,-0.461616,0.060523,0.750697,0.362596,-0.460381,-0.305005
0.062787,0.882246,-0.462085,0.064708,0.744473,0.385184,-0.453494,-0.302881
0.064863,0.881932,-0.461989,0.067567,0.7438,0.385642,-0.452782,-0.30501
0.068211,0.881758,-0.461098,0.072434,0.742341,0.38782,-0.452739,-0.305863
0.071992,0.881618,-0.459916,0.077805,0.741848,0.388265,-0.45372,-0.305042
0.073915,0.881814,-0.458829,0.080163,0.741272,0.388641,-0.45479,-0.304369
0.077335,0.88214,-0.456894,0.084302,0.740561,0.388925,-0.455543,-0.304609
0.080046,0.88223,-0.455657,0.087447,0.739917,0.389409,-0.456057,-0.304788
0.080979,0.881893,-0.456005,0.088181,0.739086,0.39046,-0.456415,-0.304923
0.08274,0.881184,-0.456676,0.090137,0.738083,0.391567,-0.457001,-0.305057
0.083236,0.880671,-0.457446,0.090786,0.737043,0.392741,-0.457723,-0.30498
0.083323,0.880123,-0.458538,0.09052,0.736062,0.394047,-0.458629,-0.304302
0.084191,0.879491,-0.45952,0.090876,0.735439,0.394548,-0.45969,-0.303554
0.084577,0.879265,-0.459806,0.091253,0.734456,0.3965,-0.460567,-0.302061
0.085127,0.878698,-0.460628,0.092052,0.736789,0.384179,-0.4661,-0.303807
0.085714,0.87801,-0.461671,0.092849,0.738309,0.377177,-0.46918,-0.30415
0.085819,0.877449,-0.462607,0.093401,0.738868,0.376628,-0.469608,-0.30281
0.085816,0.876389,-0.464385,0.094514,0.739589,0.375185,-0.469957,-0.302299
0.085602,0.8757,-0.465615,0.095047,0.739884,0.373984,-0.471861,-0.300093
0.084814,0.875141,-0.466869,0.094744,0.740671,0.37219,-0.473406,-0.297939
0.08336,0.874286,-0.468865,0.094075,0.741703,0.369671,-0.474901,-0.296122
0.081631,0.874112,-0.469732,0.092876,0.742828,0.36678,-0.476635,-0.294108
0.080356,0.874145,-0.470104,0.091784,0.744283,0.363217,-0.478203,-0.2923
0.078641,0.873901,-0.471169,0.090124,0.746284,0.358751,-0.479655,-0.290325
0.075994,0.873583,-0.472676,0.087552,0.749047,0.353683,-0.480524,-0.287983
0.074437,0.873533,-0.473298,0.086004,0.751717,0.349206,-0.480703,-0.286184
0.072102,0.873569,-0.4741,0.083166,0.754273,0.345033,-0.48039,-0.285044
0.069335,0.873586,-0.475102,0.079545,0.756656,0.340607,-0.480316,-0.284174
0.067655,0.873886,-0.47525,0.07676,0.758577,0.33712,-0.480306,-0.283228
0.064129,0.874764,-0.47503,0.070921,0.760412,0.334046,-0.480359,-0.281857
0.061187,0.875619,-0.474495,0.066423,0.762654,0.330374,-0.48035,-0.280136
0.059279,0.876577,-0.473305,0.063963,0.765343,0.326054,-0.480622,-0.277382
0.056117,0.877984,-0.471664,0.059481,0.767956,0.322194,-0.480856,-0.274248
0.054621,0.878675,-0.470864,0.056933,0.770506,0.318226,-0.481574,-0.270443
0.052878,0.879444,-0.469948,0.054224,0.772782,0.315173,-0.482387,-0.266038
0.049918,0.880544,-0.468629,0.050467,0.774536,0.31225,-0.484468,-0.260547
0.04769,0.881076,-0.468066,0.048515,0.776552,0.309151,-0.487033,-0.253362
0.043103,0.881975,-0.467242,0.044229,0.778939,0.305911,-0.489631,-0.244813
0.038818,0.882668,-0.466681,0.040115,0.780887,0.306722,-0.490606,-0.235464
0.03552,0.882625,-0.467211,0.037859,0.784708,0.279682,-0.504885,-0.226061
0.0281,0.882364,-0.468547,0.033442,0.783108,0.287255,-0.508114,-0.214586
0.018986,0.881304,-0.471253,0.02954,0.783503,0.295765,-0.506857,-0.204309
0.012039,0.880069,-0.473916,0.027335,0.768868,0.32721,-0.511457,-0.200467
0.005168,0.878996,-0.476156,0.024952,0.779928,0.310709,-0.509818,-0.187768
-0.006715,0.877072,-0.479851,0.021271,0.790543,0.289486,-0.510863,-0.173953
-0.014704,0.875823,-0.482038,0.019154,0.795743,0.289335,-0.504509,-0.168962
