IMU_Q0,IMU_Q1,IMU_Q2,IMU_Q3,OpTr_Q0, OpTr_Q1, OpTr_Q2, OpTr_Q3
0.078658,0.627669,-0.760437,-0.146933,0.529573,0.278578,-0.781369,-0.177226
0.076256,0.630782,-0.760004,-0.136753,0.538755,0.285616,-0.773476,-0.172919
0.074848,0.633144,-0.759672,-0.1282,0.542345,0.291729,-0.768776,-0.172452
0.074886,0.634367,-0.759351,-0.123956,0.547173,0.295389,-0.764091,-0.17179
0.07324,0.637828,-0.75808,-0.114606,0.553126,0.296574,-0.760105,-0.168334
0.071579,0.640705,-0.756748,-0.108236,0.559813,0.299537,-0.75396,-0.168614
0.069644,0.644127,-0.754759,-0.102949,0.568143,0.303165,-0.74614,-0.169053
0.066719,0.649264,-0.751745,-0.094307,0.567339,0.319576,-0.736817,-0.181926
0.064953,0.652297,-0.749732,-0.090553,0.571425,0.307188,-0.740038,-0.177351
0.06237,0.657434,-0.746007,-0.08587,0.584805,0.329029,-0.71983,-0.177732
0.059501,0.663418,-0.741544,-0.080352,0.583802,0.346266,-0.711453,-0.18196
0.057349,0.667983,-0.737892,-0.077689,0.582861,0.337768,-0.715412,-0.185395
0.052555,0.677245,-0.730411,-0.071323,0.609385,0.338054,-0.697907,-0.165211
0.048781,0.684364,-0.724513,-0.066,0.614047,0.343002,-0.691166,-0.166093
0.045696,0.690174,-0.719624,-0.061004,0.621316,0.34893,-0.68218,-0.163842
0.039749,0.700667,-0.710592,-0.050551,0.627774,0.350346,-0.675292,-0.164736
0.034573,0.708306,-0.703917,-0.040211,0.634271,0.360444,-0.664581,-0.161594
0.031659,0.71211,-0.700525,-0.034204,0.639365,0.295581,-0.686031,-0.182225
0.028641,0.717092,-0.695785,-0.029173,0.646115,0.310137,-0.674742,-0.176275
0.023981,0.725085,-0.687918,-0.021352,0.65312,0.326909,-0.661211,-0.17136
0.021444,0.729644,-0.683285,-0.017048,0.660463,0.375991,-0.631129,-0.155232
0.018362,0.734866,-0.677864,-0.011995,0.6513,0.350685,-0.648108,-0.181065
0.013944,0.741503,-0.670791,-0.005132,0.675793,0.350032,-0.627448,-0.164592
0.011155,0.74452,-0.66751,-0.00202,0.684544,0.377254,-0.60326,-0.158606
0.005783,0.750478,-0.660866,0.003753,0.693292,0.369129,-0.598184,-0.158953
0.000987,0.756415,-0.654035,0.009032,0.699719,0.361006,-0.595439,-0.159751
-0.001923,0.761273,-0.648331,0.011704,0.706007,0.365874,-0.585724,-0.156898
-0.007926,0.770861,-0.636719,0.017567,0.711754,0.367347,-0.578118,-0.1557
-0.011969,0.777232,-0.628734,0.021673,0.720329,0.366652,-0.567717,-0.156173
-0.016518,0.783843,-0.620193,0.026211,0.736016,0.351033,-0.555413,-0.163013
-0.023511,0.793194,-0.607622,0.03308,0.740252,0.355106,-0.547798,-0.16076
-0.02686,0.797024,-0.602261,0.036353,0.745671,0.353303,-0.541868,-0.15978
-0.032,0.80286,-0.593888,0.041223,0.754216,0.358332,-0.526523,-0.159784
-0.037265,0.809451,-0.584183,0.046256,0.76781,0.328109,-0.525206,-0.16423
-0.039408,0.813613,-0.578049,0.048476,0.776416,0.342442,-0.5033,-0.163097
-0.044292,0.822242,-0.564911,0.053303,0.782371,0.320055,-0.508695,-0.163368
-0.047934,0.828416,-0.555216,0.056334,0.793024,0.343721,-0.476132,-0.16207
-0.050779,0.833654,-0.546924,0.057668,0.801835,0.345449,-0.459774,-0.162276
-0.056542,0.843479,-0.530683,0.061072,0.81062,0.344467,-0.444966,-0.161995
-0.061647,0.85143,-0.516915,0.06382,0.818465,0.342604,-0.43184,-0.162021
-0.06474,0.85607,-0.508616,0.065368,0.825729,0.342553,-0.417987,-0.161605
-0.068321,0.861836,-0.498023,0.067481,0.832479,0.330965,-0.413583,-0.162448
-0.073562,0.870174,-0.482089,0.070609,0.82825,0.352177,-0.40601,-0.158523
-0.076629,0.874643,-0.473173,0.072409,0.833513,0.364742,-0.38285,-0.160141
-0.081019,0.880697,-0.460681,0.074771,0.838645,0.361882,-0.373686,-0.161477
-0.086361,0.888047,-0.444888,0.077448,0.843844,0.3603,-0.362765,-0.162826
-0.088584,0.891376,-0.437597,0.078231,0.848695,0.359147,-0.351962,-0.163868
-0.092365,0.897499,-0.423791,0.079848,0.854371,0.355809,-0.340882,-0.165077
-0.095487,0.902628,-0.41174,0.081393,0.85947,0.352921,-0.330789,-0.165338
-0.096869,0.905633,-0.404555,0.082389,0.864693,0.350662,-0.319046,-0.165986
-0.099875,0.911462,-0.390053,0.084436,0.870108,0.347755,-0.306543,-0.167364
-0.101663,0.914781,-0.381443,0.085734,0.876304,0.343269,-0.292796,-0.168903
-0.103683,0.918235,-0.372184,0.087074,0.882773,0.338225,-0.278091,-0.17024
-0.106841,0.923351,-0.357927,0.088911,0.889821,0.332064,-0.261524,-0.171921
-0.108475,0.925869,-0.350701,0.08955,0.89749,0.324282,-0.243827,-0.172917
-0.111622,0.930473,-0.337066,0.090314,0.90546,0.31637,-0.224326,-0.172424
-0.116045,0.936819,-0.317224,0.091006,0.9129,0.308495,-0.20429,-0.172368
-0.119268,0.941492,-0.301858,0.090879,0.921102,0.292614,-0.194081,-0.168169
-0.121625,0.944884,-0.290209,0.090496,0.926792,0.284623,-0.179241,-0.16709
-0.126524,0.950792,-0.268407,0.089183,0.930971,0.275546,-0.171755,-0.166934
-0.13172,0.956026,-0.246932,0.08774,0.932989,0.2756,-0.155201,-0.171724
-0.135911,0.958904,-0.233503,0.086697,0.935235,0.268152,-0.156621,-0.170001
-0.143724,0.963781,-0.208298,0.084205,0.935795,0.268704,-0.143255,-0.177663
-0.148919,0.966538,-0.19219,0.081851,0.936576,0.266678,-0.13741,-0.181184
-0.152205,0.967953,-0.183616,0.078708,0.937965,0.263228,-0.130325,-0.18425
-0.15722,0.970344,-0.168096,0.07395,0.939862,0.258747,-0.121018,-0.187255
-0.157922,0.971242,-0.163007,0.072027,0.941883,0.253494,-0.111209,-0.190341
-0.156399,0.972416,-0.15795,0.070759,0.943912,0.247503,-0.101286,-0.193686
-0.155317,0.97405,-0.149369,0.069299,0.944734,0.244348,-0.097084,-0.195824
-0.153968,0.974962,-0.144767,0.069251,0.947028,0.237284,-0.088802,-0.197356
-0.152334,0.976786,-0.134095,0.068638,0.948312,0.233118,-0.078149,-0.200631
-0.15158,0.978265,-0.124312,0.067644,0.949632,0.227558,-0.071875,-0.203104
-0.151511,0.979462,-0.115557,0.065996,0.950748,0.222244,-0.065966,-0.205753
-0.150957,0.981632,-0.098597,0.062436,0.951657,0.217594,-0.060089,-0.208307
-0.150442,0.9833,-0.084112,0.058502,0.952386,0.213001,-0.05523,-0.211046
-0.150129,0.984119,-0.076397,0.056062,0.953175,0.207469,-0.049563,-0.214378
-0.14962,0.98484,-0.069249,0.054015,0.953969,0.202332,-0.045122,-0.216723
-0.148736,0.985885,-0.058129,0.050365,0.954729,0.197669,-0.038254,-0.218987
-0.148076,0.986416,-0.052399,0.04819,0.955557,0.19206,-0.031975,-0.221363
-0.147056,0.986978,-0.046758,0.045515,0.956289,0.1858,-0.024362,-0.22449
-0.145648,0.987742,-0.03796,0.041485,0.956872,0.179681,-0.01922,-0.227467
-0.144883,0.988099,-0.033477,0.039474,0.956834,0.18005,-0.009943,-0.227929
-0.143635,0.988644,-0.024858,0.036638,0.957542,0.172923,-0.004479,-0.230633
-0.142364,0.989107,-0.015931,0.033992,0.958191,0.167362,0.001125,-0.232076
-0.141568,0.98934,-0.010705,0.032543,0.958788,0.161365,0.006359,-0.233768
-0.140359,0.989663,-0.001853,0.029553,0.95915,0.1562,0.010555,-0.235628
0.139684,-0.989789,-0.000523,-0.028545,0.959782,0.150254,0.01519,-0.236669
0.13925,-0.989878,-0.011192,-0.025217,0.960523,0.14382,0.019499,-0.237343
0.138344,-0.989856,-0.02534,-0.020327,0.96124,0.137797,0.023747,-0.237626
0.138163,-0.989795,-0.030073,-0.017937,0.961925,0.131826,0.027315,-0.237857
0.138295,-0.989701,-0.033937,-0.014977,0.962822,0.125099,0.02941,-0.23761
0.138186,-0.989371,-0.044433,-0.009263,0.963798,0.116935,0.030153,-0.23772
0.138563,-0.989212,-0.047089,-0.007123,0.964777,0.108776,0.029763,-0.237672
0.139249,-0.98877,-0.054287,-0.002271,0.967415,0.091755,0.034292,-0.23348
0.139839,-0.988315,-0.060688,0.002117,0.968053,0.090745,0.04755,-0.228863
0.140632,-0.988009,-0.063537,0.005748,0.968035,0.086426,0.045457,-0.231024
0.142084,-0.987294,-0.069843,0.013944,0.968136,0.083502,0.041814,-0.232361
0.143562,-0.986647,-0.073595,0.022628,0.96917,0.074288,0.041945,-0.231151
0.144526,-0.986259,-0.074825,0.028552,0.970279,0.063967,0.043024,-0.229382
0.145589,-0.985677,-0.077325,0.035716,0.971388,0.053552,0.043744,-0.227208
0.147336,-0.98462,-0.081331,0.047008,0.972556,0.042973,0.043942,-0.224406
0.148509,-0.98387,-0.084195,0.053528,0.973245,0.032895,0.04322,-0.22326
0.150621,-0.982652,-0.088614,0.062167,0.973675,0.0246,0.04025,-0.223005
0.153574,-0.98088,-0.094012,0.073887,0.973873,0.016005,0.037011,-0.223483
0.155631,-0.979839,-0.096476,0.079975,0.973954,0.008184,0.031841,-0.22435
0.159806,-0.977715,-0.100752,0.091616,0.973907,0.000672,0.025347,-0.225526
0.163386,-0.97564,-0.104398,0.102678,0.974039,-0.008087,0.017783,-0.225537
0.164385,-0.974659,-0.104975,0.109575,0.974099,-0.01575,0.009409,-0.225377
0.165558,-0.972837,-0.105743,0.122499,0.974249,-0.023059,0.001604,-0.224285
0.165262,-0.971957,-0.105045,0.130243,0.974259,-0.030762,-0.006873,-0.223215
0.163478,-0.971524,-0.101834,0.138037,0.974293,-0.037836,-0.015126,-0.22157
0.161988,-0.970227,-0.097868,0.151165,0.974183,-0.044722,-0.023179,-0.220068
0.161587,-0.969466,-0.094807,0.158262,0.973855,-0.051789,-0.032395,-0.218804
0.161434,-0.968092,-0.088889,0.169836,0.973418,-0.058711,-0.041903,-0.217383
0.161544,-0.965945,-0.080902,0.185249,0.972844,-0.064221,-0.051441,-0.216342
0.1622,-0.964379,-0.07482,0.195129,0.972291,-0.06969,-0.060869,-0.214681
0.162722,-0.963256,-0.070949,0.201584,0.97143,-0.075294,-0.071073,-0.21355
0.163455,-0.961215,-0.064305,0.212653,0.970345,-0.08101,-0.082192,-0.212398
0.164,-0.959103,-0.057305,0.223498,0.969235,-0.08577,-0.093819,-0.210771
0.163832,-0.958061,-0.052735,0.229145,0.967837,-0.090994,-0.106203,-0.209122
0.163681,-0.955823,-0.043504,0.240265,0.966305,-0.096309,-0.119154,-0.206839
0.163639,-0.954023,-0.036367,0.248493,0.964369,-0.102235,-0.133558,-0.204212
0.163394,-0.952691,-0.030206,0.254514,0.96219,-0.1085,-0.1479,-0.201354
0.162919,-0.950197,-0.020103,0.264933,0.95971,-0.114433,-0.16247,-0.198658
0.162176,-0.947247,-0.007202,0.276369,0.957134,-0.120405,-0.175748,-0.196237
0.163818,-0.957433,-0.060779,0.229782,0.95455,-0.126613,-0.187007,-0.194505
-0.162019,0.942602,-0.011087,-0.291783,0.952089,-0.132505,-0.196281,-0.193502
-0.162636,0.93984,-0.020341,-0.299742,0.950049,-0.137515,-0.203409,-0.19267
-0.163234,0.934184,-0.038459,-0.314939,0.94864,-0.143284,-0.207696,-0.190825
-0.163356,0.932783,-0.042558,-0.318478,0.947613,-0.145511,-0.210924,-0.190702
-0.163106,0.928701,-0.053443,-0.328733,0.945323,-0.163055,-0.21342,-0.185012
-0.162646,0.923922,-0.064403,-0.340259,0.943688,-0.172706,-0.215908,-0.181685
-0.16235,0.921836,-0.068181,-0.345283,0.942442,-0.177017,-0.21979,-0.179333
-0.162357,0.919148,-0.071847,-0.351645,0.942042,-0.164208,-0.227872,-0.183485
-0.162852,0.915299,-0.076287,-0.360413,0.939564,-0.171868,-0.235508,-0.17949
-0.163811,0.91309,-0.077187,-0.365355,0.937286,-0.177364,-0.241958,-0.177466
-0.164555,0.911775,-0.077639,-0.368196,0.934303,-0.179633,-0.253253,-0.175137
-0.165875,0.909452,-0.080093,-0.372795,0.930339,-0.183396,-0.266068,-0.173331
-0.167874,0.906135,-0.084049,-0.379056,0.926297,-0.186832,-0.279142,-0.170728
-0.16888,0.903739,-0.0885,-0.383292,0.921509,-0.187974,-0.296243,-0.166515
-0.169923,0.899453,-0.097683,-0.390612,0.914899,-0.198149,-0.311279,-0.163716
-0.170496,0.895116,-0.106856,-0.397855,0.911398,-0.194534,-0.324211,-0.162475
-0.169499,0.892566,-0.113641,-0.402109,0.907148,-0.194859,-0.336708,-0.160437
-0.167869,0.887135,-0.127293,-0.41063,0.901443,-0.204396,-0.348368,-0.155768
-0.16686,0.883026,-0.137481,-0.416571,0.897917,-0.203613,-0.358654,-0.153796
-0.165769,0.879457,-0.147517,-0.421097,0.894595,-0.203483,-0.368013,-0.1512
-0.16389,0.873178,-0.164078,-0.428705,0.891329,-0.201774,-0.377671,-0.148945
-0.163147,0.870051,-0.172499,-0.432028,0.88784,-0.200578,-0.387538,-0.146021
-0.162715,0.865899,-0.183645,-0.435919,0.883935,-0.199422,-0.397896,-0.143417
-0.162234,0.860629,-0.196882,-0.440732,0.879683,-0.198087,-0.408775,-0.140791
-0.162439,0.85861,-0.202331,-0.442125,0.875699,-0.19585,-0.419059,-0.138506
-0.162451,0.854286,-0.214259,-0.444868,0.871278,-0.193121,-0.429959,-0.136798
-0.162398,0.849005,-0.228849,-0.447721,0.866893,-0.191945,-0.439978,-0.134434
-0.162454,0.845765,-0.238343,-0.448879,0.861484,-0.191602,-0.450989,-0.133199
-0.162127,0.843071,-0.246114,-0.44987,0.856324,-0.190732,-0.461012,-0.133412
-0.161348,0.838198,-0.260031,-0.451424,0.853525,-0.192305,-0.46787,-0.124949
-0.160636,0.834337,-0.270878,-0.452451,0.848019,-0.194879,-0.477516,-0.121919
-0.159895,0.831704,-0.278032,-0.453221,0.846806,-0.189752,-0.482999,-0.116727
-0.158622,0.826469,-0.291488,-0.454789,0.841349,-0.189979,-0.493027,-0.113862
-0.157941,0.823367,-0.299035,-0.455751,0.83502,-0.196142,-0.502675,-0.107645
-0.157244,0.820068,-0.306515,-0.456968,0.825863,-0.178916,-0.52047,-0.122682
-0.15615,0.814934,-0.317992,-0.458684,0.8172,-0.168855,-0.535607,-0.129602
-0.155718,0.812288,-0.323609,-0.459595,0.811396,-0.180374,-0.542692,-0.120777
-0.155006,0.807269,-0.333925,-0.461294,0.805343,-0.179226,-0.552335,-0.119275
-0.15411,0.801958,-0.344541,-0.463048,0.800771,-0.1769,-0.560164,-0.116997
-0.153144,0.798553,-0.351057,-0.464359,0.794381,-0.176987,-0.569648,-0.114607
-0.151101,0.791745,-0.364009,-0.466705,0.788793,-0.176267,-0.578117,-0.111875
-0.149559,0.787092,-0.372626,-0.468271,0.783624,-0.175127,-0.585736,-0.110349
-0.147826,0.782701,-0.38041,-0.46992,0.778015,-0.174786,-0.593624,-0.108412
-0.145235,0.775213,-0.393343,-0.472484,0.773199,-0.174856,-0.600195,-0.106555
-0.144229,0.771386,-0.399691,-0.473728,0.768569,-0.175011,-0.60622,-0.105687
-0.142914,0.765652,-0.409008,-0.475472,0.763948,-0.174482,-0.612217,-0.105495
-0.140808,0.757454,-0.422183,-0.477711,0.759116,-0.174876,-0.618186,-0.104913
-0.139434,0.752354,-0.43031,-0.478919,0.753276,-0.176484,-0.625037,-0.103718
-0.138536,0.749262,-0.435028,-0.479765,0.749674,-0.175161,-0.630004,-0.101993
-0.136912,0.744221,-0.442308,-0.481418,0.734595,-0.182595,-0.644322,-0.108986
-0.135108,0.739004,-0.449605,-0.483202,0.724546,-0.185604,-0.654066,-0.113055
-0.133892,0.736242,-0.453161,-0.484433,0.720834,-0.186072,-0.658221,-0.11189
-0.131542,0.730502,-0.460551,-0.486791,0.716597,-0.186482,-0.662678,-0.112121
-0.129803,0.725852,-0.466532,-0.488516,0.712351,-0.187485,-0.666944,-0.112214
-0.128585,0.72277,-0.470593,-0.489512,0.70624,-0.188511,-0.673417,-0.110444
-0.126025,0.716888,-0.478202,-0.491449,0.698871,-0.190027,-0.68056,-0.110936
-0.124748,0.713735,-0.48204,-0.492612,0.712423,-0.178692,-0.670972,-0.10158
-0.123578,0.710471,-0.485606,-0.494121,0.704037,-0.180918,-0.679369,-0.100289
-0.121675,0.705631,-0.490984,-0.496209,0.698078,-0.183298,-0.684851,-0.100342
-0.120393,0.703072,-0.493802,-0.497355,0.69039,-0.187487,-0.691441,-0.100597
-0.117826,0.698059,-0.499377,-0.499463,0.687444,-0.180818,-0.695934,-0.101987
-0.11527,0.693283,-0.504667,-0.50139,0.684454,-0.177418,-0.699124,-0.106166
-0.113091,0.690223,-0.508088,-0.502653,0.678813,-0.175266,-0.704968,-0.107309
-0.109029,0.684057,-0.514831,-0.505111,0.672235,-0.174609,-0.711097,-0.109329
-0.106419,0.680219,-0.519113,-0.506465,0.670883,-0.159843,-0.715866,-0.109095
-0.103485,0.676534,-0.523637,-0.507352,0.665984,-0.152793,-0.722067,-0.108344
-0.098071,0.669519,-0.532165,-0.508858,0.659741,-0.151409,-0.727796,-0.110136
-0.093558,0.663935,-0.539395,-0.509411,0.653159,-0.148724,-0.734063,-0.111423
-0.090657,0.660346,-0.544028,-0.509674,0.639899,-0.158968,-0.74356,-0.111249
-0.086876,0.655091,-0.550347,-0.510329,0.622601,-0.172704,-0.754999,-0.111881
-0.081902,0.648022,-0.558763,-0.511031,0.628306,-0.143526,-0.755806,-0.11571
-0.079102,0.644406,-0.563015,-0.511378,0.603784,-0.148952,-0.771884,-0.13211
-0.074249,0.6387,-0.569814,-0.511733,0.592321,-0.144237,-0.780632,-0.137713
-0.068638,0.632225,-0.577529,-0.511909,0.582327,-0.141593,-0.788312,-0.13932
-0.064797,0.628628,-0.582115,-0.511644,0.573695,-0.138357,-0.794769,-0.141682
-0.056923,0.620838,-0.591711,-0.511085,0.568416,-0.133384,-0.799294,-0.142269
-0.050822,0.614657,-0.599214,-0.510455,0.562262,-0.129334,-0.803908,-0.144452
-0.045794,0.609631,-0.605536,-0.509498,0.556668,-0.126085,-0.80787,-0.146865
-0.037048,0.600553,-0.616458,-0.507889,0.550998,-0.122679,-0.811875,-0.149032
-0.032558,0.59605,-0.621902,-0.506865,0.54459,-0.119074,-0.816281,-0.151423
-0.027053,0.591241,-0.627856,-0.505478,0.538274,-0.115131,-0.820707,-0.153119
-0.019615,0.584836,-0.635568,-0.503631,0.535044,-0.113224,-0.822641,-0.155467
-0.016085,0.582688,-0.638551,-0.502471,0.527402,-0.110517,-0.828028,-0.154927
-0.009599,0.57836,-0.644367,-0.500207,0.519472,-0.106798,-0.833142,-0.156901
-0.001863,0.572538,-0.651753,-0.497417,0.511303,-0.102871,-0.838306,-0.15884
0.002746,0.568767,-0.656499,-0.495495,0.504076,-0.098795,-0.842957,-0.159906
0.005742,0.565669,-0.660245,-0.494036,0.498282,-0.09515,-0.847036,-0.158716
0.011163,0.559649,-0.667184,-0.491471,0.490906,-0.091038,-0.851297,-0.1613
0.016044,0.554245,-0.673145,-0.489326,0.483363,-0.087597,-0.855603,-0.16319
0.020013,0.550381,-0.677324,-0.487772,0.476027,-0.084059,-0.859266,-0.167312
0.027505,0.543563,-0.684968,-0.484368,0.476415,-0.077767,-0.860394,-0.16341
0.032198,0.539611,-0.689553,-0.481984,0.473068,-0.073984,-0.862346,-0.164597
0.036932,0.536042,-0.694009,-0.479223,0.46998,-0.071773,-0.864396,-0.163668
0.044152,0.530078,-0.701027,-0.475015,0.465363,-0.060799,-0.866404,-0.170542
0.047211,0.527464,-0.704202,-0.472928,0.462893,-0.057546,-0.867781,-0.171393
0.051868,0.524051,-0.708765,-0.469406,0.458716,-0.05438,-0.869816,-0.173328
0.056917,0.520688,-0.713427,-0.465483,0.452675,-0.049218,-0.872963,-0.174925
0.059143,0.520242,-0.715192,-0.462989,0.448471,-0.045383,-0.875123,-0.175991
0.064133,0.518684,-0.719258,-0.457745,0.443526,-0.04247,-0.877486,-0.17748
0.06796,0.517287,-0.722404,-0.453804,0.439478,-0.039955,-0.879338,-0.178961
0.07139,0.515845,-0.725267,-0.450337,0.436778,-0.037879,-0.880447,-0.180565
0.077223,0.512971,-0.730208,-0.444638,0.434591,-0.034866,-0.881216,-0.182682
0.079959,0.511026,-0.732821,-0.442087,0.43266,-0.031836,-0.88192,-0.184416
0.083585,0.507673,-0.736393,-0.439335,0.431151,-0.028466,-0.882265,-0.186834
0.089222,0.503317,-0.741187,-0.435158,0.429556,-0.025156,-0.882729,-0.188779
0.092789,0.501305,-0.743475,-0.432823,0.427626,-0.02166,-0.883579,-0.189618
0.094787,0.500753,-0.744424,-0.431398,0.425821,-0.017016,-0.884339,-0.190606
0.097868,0.500441,-0.745851,-0.428598,0.422084,-0.013664,-0.886174,-0.190666
0.101202,0.500247,-0.747386,-0.425363,0.417717,-0.009463,-0.887972,-0.192168
0.102728,0.50028,-0.748289,-0.423367,0.413172,-0.006551,-0.889813,-0.193594
0.105493,0.499861,-0.750406,-0.419417,0.409429,-0.00313,-0.891209,-0.195202
0.107894,0.498992,-0.752451,-0.416163,0.407541,0.001133,-0.891797,-0.196485
0.109615,0.49725,-0.754493,-0.414098,0.40594,0.003997,-0.892496,-0.19659
0.11323,0.494263,-0.758228,-0.409859,0.405404,0.007681,-0.892511,-0.197514
0.115956,0.492315,-0.760453,-0.407308,0.405339,0.011317,-0.892361,-0.198151
0.119339,0.490422,-0.762752,-0.404304,0.405573,0.014843,-0.891846,-0.199754
0.123466,0.488245,-0.765891,-0.399741,0.405393,0.019176,-0.891357,-0.201921
0.124394,0.488153,-0.766903,-0.397621,0.405157,0.023784,-0.890804,-0.204328
0.125391,0.488583,-0.768321,-0.394026,0.403716,0.029138,-0.890643,-0.207169
0.126763,0.488914,-0.769788,-0.390295,0.401253,0.033749,-0.890991,-0.209742
0.12767,0.49004,-0.770153,-0.38786,0.399345,0.038035,-0.89112,-0.21209
0.129919,0.492078,-0.771017,-0.382783,0.39869,0.042839,-0.890675,-0.214264
0.13191,0.493305,-0.771636,-0.379259,0.396528,0.046696,-0.891517,-0.213969
0.134835,0.493976,-0.772362,-0.375864,0.398234,0.046969,-0.891181,-0.212132
0.140068,0.494873,-0.773945,-0.369459,0.398977,0.052641,-0.890228,-0.213404
0.144553,0.495178,-0.775414,-0.364205,0.398566,0.062267,-0.889034,-0.216533
0.146879,0.495335,-0.776309,-0.361141,0.40037,0.066834,-0.887524,-0.218034
0.148801,0.495948,-0.77738,-0.357187,0.405933,0.063299,-0.886333,-0.213602
0.151339,0.496875,-0.778901,-0.351472,0.40944,0.076083,-0.882465,-0.21869
0.151986,0.497725,-0.7796,-0.34843,0.413117,0.089509,-0.878693,-0.221857
0.152349,0.499721,-0.780338,-0.343729,0.420104,0.089831,-0.876834,-0.215883
0.153348,0.502388,-0.781028,-0.337779,0.424926,0.099824,-0.874448,-0.211692
0.154049,0.505388,-0.780667,-0.333795,0.43093,0.107794,-0.870669,-0.211221
0.154614,0.511689,-0.779816,-0.325831,0.433229,0.117677,-0.869273,-0.206954
0.154373,0.517005,-0.779233,-0.318873,0.435591,0.128318,-0.867519,-0.202992
0.152496,0.52164,-0.779073,-0.312557,0.438936,0.136106,-0.866255,-0.195993
0.149368,0.529121,-0.779015,-0.301437,0.440708,0.148691,-0.864277,-0.191555
0.146766,0.53256,-0.779763,-0.29465,0.439919,0.155569,-0.864363,-0.187472
0.14243,0.535323,-0.781913,-0.285943,0.448716,0.174313,-0.856292,-0.187169
0.137111,0.539328,-0.784353,-0.274094,0.449539,0.194627,-0.852768,-0.181168
0.13427,0.540621,-0.78621,-0.267551,0.451669,0.206412,-0.849481,-0.178246
0.129008,0.543533,-0.789403,-0.254524,0.451535,0.210803,-0.848739,-0.176976
0.124301,0.546701,-0.791897,-0.242022,0.456599,0.217756,-0.84374,-0.179452
0.122179,0.549165,-0.793117,-0.233375,0.457697,0.228569,-0.841161,-0.175263
0.11794,0.55428,-0.795267,-0.215461,0.455039,0.230002,-0.842367,-0.174515
0.11463,0.5594,-0.79642,-0.199138,0.460068,0.236911,-0.83774,-0.17436
0.113148,0.562402,-0.796671,-0.190333,0.461234,0.244651,-0.835257,-0.172493
0.111506,0.56434,-0.797226,-0.183108,0.462808,0.253856,-0.832114,-0.170153
0.109241,0.567179,-0.797969,-0.172128,0.464899,0.26468,-0.828271,-0.166678
0.107952,0.568576,-0.798421,-0.166131,0.46693,0.267618,-0.82593,-0.167916
0.106532,0.569603,-0.798848,-0.161418,0.469852,0.276605,-0.821802,-0.16544
0.104129,0.57178,-0.799339,-0.152611,0.46872,0.280365,-0.821717,-0.16272
0.102977,0.57301,-0.799545,-0.147623,0.47651,0.292214,-0.813717,-0.159418
0.101076,0.575279,-0.799657,-0.139264,0.479457,0.30424,-0.808655,-0.153741
0.098754,0.577996,-0.799609,-0.129628,0.479864,0.306602,-0.808383,-0.149138
0.097092,0.579881,-0.799316,-0.124154,0.487202,0.312254,-0.801693,-0.149734
0.093288,0.583535,-0.798713,-0.113367,0.488795,0.315974,-0.800194,-0.144674
0.0901,0.586271,-0.798201,-0.105139,0.496336,0.332871,-0.78983,-0.137903
0.08678,0.588596,-0.79765,-0.098939,0.500028,0.332527,-0.787716,-0.137481
0.080923,0.592738,-0.796496,-0.087839,0.502905,0.341329,-0.783048,-0.131974
0.077347,0.595252,-0.79558,-0.082181,0.506799,0.349262,-0.777436,-0.129477
0.072291,0.598849,-0.794036,-0.075286,0.508877,0.355252,-0.774262,-0.123927
0.065901,0.603347,-0.792025,-0.065846,0.512469,0.359535,-0.770429,-0.120621
0.062666,0.605688,-0.790888,-0.061006,0.51272,0.36746,-0.766995,-0.117514
0.056789,0.609899,-0.788788,-0.051191,0.518471,0.372678,-0.761061,-0.11439
0.049945,0.614216,-0.786594,-0.03903,0.520396,0.378099,-0.757677,-0.110249
0.045781,0.61619,-0.785652,-0.03123,0.525595,0.384319,-0.751385,-0.107096
0.042859,0.617315,-0.785115,-0.02626,0.532506,0.388377,-0.74493,-0.103343
0.03812,0.619322,-0.784011,-0.017995,0.537541,0.395154,-0.73806,-0.100847
0.03406,0.621271,-0.782783,-0.010987,0.53641,0.412637,-0.728552,-0.105868
0.03086,0.623554,-0.781154,-0.006107,0.538404,0.422476,-0.721316,-0.106479
0.024735,0.627897,-0.777902,0.003461,0.555295,0.412837,-0.715571,-0.095769
0.020713,0.63109,-0.775382,0.009387,0.559796,0.419422,-0.708253,-0.095342
0.016023,0.635655,-0.771658,0.015428,0.559486,0.430372,-0.701257,-0.099972
0.008831,0.642304,-0.765995,0.025066,0.567358,0.43278,-0.693676,-0.098083
0.005414,0.646006,-0.762746,0.029575,0.583298,0.425041,-0.686393,-0.089262
0.000087,0.65226,-0.757141,0.036101,0.591007,0.427087,-0.678803,-0.086798
-0.005655,0.658655,-0.751213,0.042771,0.587957,0.441141,-0.671415,-0.094356
-0.008813,0.662416,-0.747729,0.045149,0.597159,0.44196,-0.662888,-0.093012
-0.015486,0.670293,-0.740226,0.050412,0.60642,0.443398,-0.6534,-0.093389
-0.020271,0.676054,-0.73458,0.05423,0.607724,0.446784,-0.649344,-0.097001
-0.023921,0.680979,-0.729707,0.056862,0.625034,0.446683,-0.632852,-0.09646
-0.031019,0.690426,-0.720043,0.062431,0.632484,0.448322,-0.6237,-0.099851
-0.036641,0.698871,-0.711144,0.067228,0.64501,0.443587,-0.614546,-0.097598
-0.039844,0.70447,-0.705139,0.070164,0.664901,0.435456,-0.600153,-0.090007
-0.043685,0.712133,-0.696788,0.073851,0.670336,0.441164,-0.589723,-0.090834
