IMU_Q0,IMU_Q1,IMU_Q2,IMU_Q3,Opt_Q0,Opt_Q1,Opt_Q2,Opt_Q3
-0.36438,-0.408499,0.675562,0.493935,0.507004,0.238714,-0.808377,-0.180248
-0.367569,-0.411465,0.671476,0.494682,0.510077,0.247514,-0.802905,-0.184125
-0.373609,-0.417188,0.663375,0.49629,0.511508,0.254448,-0.799629,-0.184959
-0.381045,-0.424656,0.65298,0.498085,0.513088,0.26068,-0.796771,-0.184234
-0.385524,-0.429913,0.646119,0.499076,0.513907,0.267446,-0.793969,-0.184352
-0.388208,-0.433811,0.641605,0.499446,0.529573,0.278578,-0.781369,-0.177226
-0.392107,-0.440703,0.6341,0.499949,0.538755,0.285616,-0.773476,-0.172919
-0.394773,-0.446516,0.627817,0.500624,0.542345,0.291729,-0.768776,-0.172452
-0.395611,-0.44929,0.62459,0.501516,0.547173,0.295389,-0.764091,-0.17179
-0.399222,-0.455003,0.617079,0.502799,0.553126,0.296574,-0.760105,-0.168334
-0.402431,-0.458565,0.611633,0.503658,0.559813,0.299537,-0.75396,-0.168614
-0.406219,-0.460897,0.606488,0.50471,0.568143,0.303165,-0.74614,-0.169053
-0.41192,-0.464877,0.598246,0.506274,0.567339,0.319576,-0.736817,-0.181926
-0.415313,-0.466108,0.594169,0.50717,0.571425,0.307188,-0.740038,-0.177351
-0.420772,-0.466785,0.588223,0.508976,0.584805,0.329029,-0.71983,-0.177732
-0.427032,-0.467531,0.581166,0.511179,0.583802,0.346266,-0.711453,-0.18196
-0.431781,-0.466832,0.5767,0.512885,0.582861,0.337768,-0.715412,-0.185395
-0.44172,-0.466044,0.566909,0.516044,0.609385,0.338054,-0.697907,-0.165211
-0.449423,-0.465637,0.558975,0.518409,0.614047,0.343002,-0.691166,-0.166093
-0.455713,-0.465713,0.551985,0.520336,0.621316,0.34893,-0.68218,-0.163842
-0.467337,-0.466717,0.538207,0.523551,0.627774,0.350346,-0.675292,-0.164736
-0.476399,-0.469309,0.526175,0.525293,0.634271,0.360444,-0.664581,-0.161594
-0.481149,-0.471158,0.51953,0.525922,0.639365,0.295581,-0.686031,-0.182225
-0.486806,-0.471364,0.51262,0.52731,0.646115,0.310137,-0.674742,-0.176275
-0.495753,-0.471331,0.501527,0.529667,0.65312,0.326909,-0.661211,-0.17136
-0.500771,-0.471098,0.495208,0.531097,0.660463,0.375991,-0.631129,-0.155232
-0.506643,-0.470838,0.487802,0.53261,0.6513,0.350685,-0.648108,-0.181065
-0.51446,-0.47069,0.477948,0.534179,0.675793,0.350032,-0.627448,-0.164592
-0.518565,-0.470571,0.473427,0.534341,0.684544,0.377254,-0.60326,-0.158606
-0.526577,-0.469954,0.464647,0.534755,0.693292,0.369129,-0.598184,-0.158953
-0.534166,-0.468857,0.456084,0.535562,0.699719,0.361006,-0.595439,-0.159751
-0.539658,-0.466713,0.450161,0.536939,0.706007,0.365874,-0.585724,-0.156898
-0.550683,-0.462648,0.437804,0.539474,0.711754,0.367347,-0.578118,-0.1557
-0.558047,-0.459905,0.429255,0.54112,0.720329,0.366652,-0.567717,-0.156173
-0.565938,-0.457075,0.420007,0.542578,0.736016,0.351033,-0.555413,-0.163013
-0.577495,-0.453043,0.406261,0.544246,0.740252,0.355106,-0.547798,-0.16076
-0.582571,-0.451566,0.400156,0.544586,0.745671,0.353303,-0.541868,-0.15978
-0.590332,-0.449089,0.390791,0.545078,0.754216,0.358332,-0.526523,-0.159784
-0.598716,-0.445786,0.38037,0.546015,0.76781,0.328109,-0.525206,-0.16423
-0.603174,-0.443018,0.374463,0.547443,0.776416,0.342442,-0.5033,-0.163097
-0.612729,-0.437141,0.36176,0.550091,0.782371,0.320055,-0.508695,-0.163368
-0.61967,-0.432429,0.352761,0.551882,0.793024,0.343721,-0.476132,-0.16207
-0.625386,-0.427509,0.345955,0.553574,0.801835,0.345449,-0.459774,-0.162276
-0.636408,-0.418432,0.332064,0.556446,0.81062,0.344467,-0.444966,-0.161995
-0.64564,-0.41064,0.320385,0.558459,0.818465,0.342604,-0.43184,-0.162021
-0.651108,-0.405866,0.313422,0.559552,0.825729,0.342553,-0.417987,-0.161605
-0.657717,-0.39987,0.304438,0.561097,0.832479,0.330965,-0.413583,-0.162448
-0.667319,-0.390815,0.290959,0.563287,0.82825,0.352177,-0.40601,-0.158523
-0.672648,-0.385783,0.283382,0.564279,0.833513,0.364742,-0.38285,-0.160141
-0.680033,-0.37862,0.272879,0.565455,0.838645,0.361882,-0.373686,-0.161477
-0.689007,-0.369346,0.259818,0.566875,0.843844,0.3603,-0.362765,-0.162826
-0.692933,-0.364744,0.254109,0.567657,0.848695,0.359147,-0.351962,-0.163868
-0.699936,-0.356125,0.243203,0.569313,0.854371,0.355809,-0.340882,-0.165077
-0.705771,-0.348696,0.233589,0.570732,0.85947,0.352921,-0.330789,-0.165338
-0.708873,-0.34432,0.227805,0.57188,0.864693,0.350662,-0.319046,-0.165986
-0.71512,-0.335513,0.216103,0.573876,0.870108,0.347755,-0.306543,-0.167364
-0.718731,-0.330342,0.209097,0.574959,0.876304,0.343269,-0.292796,-0.168903
-0.722602,-0.324743,0.201602,0.575973,0.882773,0.338225,-0.278091,-0.17024
-0.728452,-0.315961,0.190222,0.577357,0.889821,0.332064,-0.261524,-0.171921
-0.731388,-0.311303,0.184661,0.577982,0.89749,0.324282,-0.243827,-0.172917
-0.736869,-0.302202,0.174479,0.579012,0.90546,0.31637,-0.224326,-0.172424
-0.744484,-0.288661,0.159959,0.580372,0.9129,0.308495,-0.20429,-0.172368
-0.750067,-0.277706,0.149184,0.581397,0.921102,0.292614,-0.194081,-0.168169
-0.754132,-0.269198,0.141218,0.582129,0.926792,0.284623,-0.179241,-0.16709
-0.761774,-0.252853,0.12673,0.582843,0.930971,0.275546,-0.171755,-0.166934
-0.769149,-0.236648,0.112565,0.58287,0.932989,0.2756,-0.155201,-0.171724
-0.774148,-0.226414,0.103807,0.581941,0.935235,0.268152,-0.156621,-0.170001
-0.783121,-0.20683,0.087747,0.579865,0.935795,0.268704,-0.143255,-0.177663
-0.788744,-0.193775,0.078021,0.578141,0.936576,0.266678,-0.13741,-0.181184
-0.792068,-0.18549,0.074181,0.576818,0.937965,0.263228,-0.130325,-0.18425
-0.797304,-0.171151,0.066571,0.574963,0.939862,0.258747,-0.121018,-0.187255
-0.798436,-0.166193,0.064332,0.575101,0.941883,0.253494,-0.111209,-0.190341
-0.798189,-0.161721,0.061653,0.577009,0.943912,0.247503,-0.101286,-0.193686
-0.798579,-0.154621,0.056618,0.578929,0.944734,0.244348,-0.097084,-0.195824
-0.79827,-0.151333,0.053398,0.580528,0.947028,0.237284,-0.088802,-0.197356
-0.798405,-0.143353,0.046285,0.582973,0.948312,0.233118,-0.078149,-0.200631
-0.798918,-0.135733,0.04007,0.584552,0.949632,0.227558,-0.071875,-0.203104
-0.799715,-0.128377,0.035045,0.585447,0.950748,0.222244,-0.065966,-0.205753
-0.800858,-0.113867,0.02557,0.587373,0.951657,0.217594,-0.060089,-0.208307
-0.801673,-0.100843,0.018109,0.588917,0.952386,0.213001,-0.05523,-0.211046
-0.802031,-0.093662,0.014379,0.589717,0.953175,0.207469,-0.049563,-0.214378
-0.802181,-0.087161,0.010772,0.590587,0.953969,0.202332,-0.045122,-0.216723
-0.802295,-0.076717,0.00549,0.591951,0.954729,0.197669,-0.038254,-0.218987
-0.802203,-0.071127,0.002976,0.592793,0.955557,0.19206,-0.031975,-0.221363
-0.80188,-0.065246,0.000879,0.593912,0.956289,0.1858,-0.024362,-0.22449
-0.801424,-0.056176,-0.002493,0.595448,0.956872,0.179681,-0.01922,-0.227467
-0.801135,-0.051584,-0.00424,0.596241,0.956834,0.18005,-0.009943,-0.227929
-0.800639,-0.043484,-0.00833,0.597509,0.957542,0.172923,-0.004479,-0.230633
-0.800067,-0.035301,-0.012771,0.598735,0.958191,0.167362,0.001125,-0.232076
-0.799669,-0.030581,-0.015442,0.599463,0.958788,0.161365,0.006359,-0.233768
-0.799042,-0.022207,-0.019587,0.600546,0.95915,0.1562,0.010555,-0.235628
0.798654,0.019814,0.020554,-0.601112,0.959782,0.150254,0.01519,-0.236669
0.79841,0.009917,0.025745,-0.601482,0.960523,0.14382,0.019499,-0.237343
0.797754,-0.003545,0.032291,-0.602107,0.96124,0.137797,0.023747,-0.237626
0.797583,-0.008581,0.033948,-0.602192,0.961925,0.131826,0.027315,-0.237857
0.79761,-0.013407,0.034587,-0.602032,0.962822,0.125099,0.02941,-0.23761
0.797299,-0.024869,0.037969,-0.601876,0.963798,0.116935,0.030153,-0.23772
0.797454,-0.02826,0.038333,-0.601497,0.964777,0.108776,0.029763,-0.237672
0.797626,-0.036781,0.039992,-0.600699,0.967415,0.091755,0.034292,-0.23348
0.797722,-0.04441,0.041416,-0.59996,0.968053,0.090745,0.04755,-0.228863
0.798066,-0.048992,0.040863,-0.599183,0.968035,0.086426,0.045457,-0.231024
0.798587,-0.059246,0.039527,-0.597651,0.968136,0.083502,0.041814,-0.232361
0.799175,-0.068039,0.036039,-0.596148,0.96917,0.074288,0.041945,-0.231151
0.799582,-0.073098,0.03272,-0.595193,0.970279,0.063967,0.043024,-0.229382
0.799922,-0.079932,0.029422,-0.594029,0.971388,0.053552,0.043744,-0.227208
0.80041,-0.090749,0.02427,-0.592047,0.972556,0.042973,0.043942,-0.224406
0.800709,-0.097384,0.021685,-0.590687,0.973245,0.032895,0.04322,-0.22326
0.801341,-0.106618,0.018701,-0.588332,0.973675,0.0246,0.04025,-0.223005
0.802177,-0.118722,0.01423,-0.584991,0.973873,0.016005,0.037011,-0.223483
0.802895,-0.124769,0.011668,-0.582801,0.973954,0.008184,0.031841,-0.22435
0.804345,-0.136024,0.00646,-0.578346,0.973907,0.000672,0.025347,-0.225526
0.805409,-0.146424,0.001216,-0.574348,0.974039,-0.008087,0.017783,-0.225537
0.805422,-0.151709,-0.003253,-0.572948,0.974099,-0.01575,0.009409,-0.225377
0.804963,-0.161391,-0.011848,-0.57083,0.974249,-0.023059,0.001604,-0.224285
0.804131,-0.166373,-0.017818,-0.570417,0.974259,-0.030762,-0.006873,-0.223215
0.802564,-0.169614,-0.025599,-0.571372,0.974293,-0.037836,-0.015126,-0.22157
0.800593,-0.176092,-0.037687,-0.571509,0.974183,-0.044722,-0.023179,-0.220068
0.799772,-0.178946,-0.044869,-0.571254,0.973855,-0.051789,-0.032395,-0.218804
0.798692,-0.182945,-0.057238,-0.570391,0.973418,-0.058711,-0.041903,-0.217383
0.797252,-0.188196,-0.073784,-0.568795,0.972844,-0.064221,-0.051441,-0.216342
0.796608,-0.190882,-0.085071,-0.567223,0.972291,-0.06969,-0.060869,-0.214681
0.796183,-0.192709,-0.092372,-0.56606,0.97143,-0.075294,-0.071073,-0.21355
0.795258,-0.195838,-0.104897,-0.564099,0.970345,-0.08101,-0.082192,-0.212398
0.79415,-0.198557,-0.117516,-0.56222,0.969235,-0.08577,-0.093819,-0.210771
0.793294,-0.199318,-0.12474,-0.561602,0.967837,-0.090994,-0.106203,-0.209122
0.791605,-0.200654,-0.13913,-0.560126,0.966305,-0.096309,-0.119154,-0.206839
0.790303,-0.201426,-0.149995,-0.558883,0.964369,-0.102235,-0.133558,-0.204212
0.789188,-0.201327,-0.158609,-0.558115,0.96219,-0.1085,-0.1479,-0.201354
0.787088,-0.20155,-0.17312,-0.556687,0.95971,-0.114433,-0.16247,-0.198658
0.784477,-0.200514,-0.190329,-0.555126,0.957134,-0.120405,-0.175748,-0.196237
0.792841,-0.205457,-0.119503,-0.561168,0.95455,-0.126613,-0.187007,-0.194505
-0.781082,0.198481,0.21416,0.551953,0.952089,-0.132505,-0.196281,-0.193502
-0.779565,0.197565,0.226332,0.549564,0.950049,-0.137515,-0.203409,-0.19267
-0.775988,0.1955,0.249889,0.545141,0.94864,-0.143284,-0.207696,-0.190825
-0.775084,0.195104,0.25529,0.544065,0.947613,-0.145511,-0.210924,-0.190702
-0.77202,0.194658,0.270238,0.541355,0.945323,-0.163055,-0.21342,-0.185012
-0.768316,0.195059,0.286138,0.538301,0.943688,-0.172706,-0.215908,-0.181685
-0.766632,0.19594,0.292362,0.537035,0.942442,-0.177017,-0.21979,-0.179333
-0.764736,0.197846,0.299453,0.53513,0.942042,-0.164208,-0.227872,-0.183485
-0.762364,0.200907,0.308792,0.532058,0.939564,-0.171868,-0.235508,-0.17949
-0.76148,0.203765,0.312923,0.529818,0.937286,-0.177364,-0.241958,-0.177466
-0.761077,0.205454,0.315252,0.528362,0.934303,-0.179633,-0.253253,-0.175137
-0.760367,0.206971,0.320239,0.525786,0.930339,-0.183396,-0.266068,-0.173331
-0.759435,0.2086,0.327463,0.522027,0.926297,-0.186832,-0.279142,-0.170728
-0.758453,0.208448,0.333606,0.519621,0.921509,-0.187974,-0.296243,-0.166515
-0.75616,0.207131,0.345275,0.515853,0.914899,-0.198149,-0.311279,-0.163716
-0.753498,0.205766,0.356883,0.512382,0.911398,-0.194534,-0.324211,-0.162475
-0.75099,0.203977,0.364689,0.511283,0.907148,-0.194859,-0.336708,-0.160437
-0.745997,0.200349,0.380367,0.508596,0.901443,-0.204396,-0.348368,-0.155768
-0.742378,0.197346,0.391772,0.506403,0.897917,-0.203613,-0.358654,-0.153796
-0.739083,0.193449,0.402069,0.504652,0.894595,-0.203483,-0.368013,-0.1512
-0.733315,0.187119,0.419159,0.50154,0.891329,-0.201774,-0.377671,-0.148945
-0.730578,0.183514,0.427463,0.499855,0.88784,-0.200578,-0.387538,-0.146021
-0.727337,0.178384,0.438096,0.497224,0.883935,-0.199422,-0.397896,-0.143417
-0.72327,0.172427,0.450859,0.493837,0.879683,-0.198087,-0.408775,-0.140791
-0.721987,0.169559,0.455697,0.492265,0.875699,-0.19585,-0.419059,-0.138506
-0.718938,0.163065,0.466071,0.489199,0.871278,-0.193121,-0.429959,-0.136798
-0.715167,0.154765,0.478405,0.485502,0.866893,-0.191945,-0.439978,-0.134434
-0.712915,0.148871,0.485937,0.483172,0.861484,-0.191602,-0.450989,-0.133199
-0.710779,0.144077,0.492133,0.481498,0.856324,-0.190732,-0.461012,-0.133412
-0.706783,0.135335,0.503072,0.478603,0.853525,-0.192305,-0.46787,-0.124949
-0.703549,0.128391,0.511468,0.476377,0.848019,-0.194879,-0.477516,-0.121919
-0.701163,0.123877,0.517072,0.475039,0.846806,-0.189752,-0.482999,-0.116727
-0.696561,0.115471,0.527695,0.472237,0.841349,-0.189979,-0.493027,-0.113862
-0.693886,0.110815,0.533712,0.470525,0.83502,-0.196142,-0.502675,-0.107645
-0.691061,0.106386,0.539862,0.468685,0.825863,-0.178916,-0.52047,-0.122682
-0.686657,0.099484,0.54919,0.465828,0.8172,-0.168855,-0.535607,-0.129602
-0.68448,0.096156,0.553806,0.464263,0.811396,-0.180374,-0.542692,-0.120777
-0.680428,0.090063,0.562302,0.461218,0.805343,-0.179226,-0.552335,-0.119275
-0.676039,0.083797,0.571049,0.458096,0.800771,-0.1769,-0.560164,-0.116997
-0.672948,0.080116,0.576584,0.456371,0.794381,-0.176987,-0.569648,-0.114607
-0.66669,0.072617,0.587401,0.453002,0.788793,-0.176267,-0.578117,-0.111875
-0.662309,0.067631,0.594601,0.450802,0.783624,-0.175127,-0.585736,-0.110349
-0.657979,0.063293,0.601271,0.448922,0.778015,-0.174786,-0.593624,-0.108412
-0.650852,0.055961,0.612229,0.44546,0.773199,-0.174856,-0.600195,-0.106555
-0.647434,0.052352,0.617598,0.443465,0.768569,-0.175011,-0.60622,-0.105687
-0.64245,0.046997,0.625419,0.44034,0.763948,-0.174482,-0.612217,-0.105495
-0.635164,0.039264,0.636318,0.436033,0.759116,-0.174876,-0.618186,-0.104913
-0.630587,0.034371,0.642919,0.433398,0.753276,-0.176484,-0.625037,-0.103718
-0.627765,0.031634,0.646853,0.431847,0.749674,-0.175161,-0.630004,-0.101993
-0.623052,0.027655,0.65317,0.42943,0.734595,-0.182595,-0.644322,-0.108986
-0.618088,0.023757,0.659591,0.427017,0.724546,-0.185604,-0.654066,-0.113055
-0.615275,0.022112,0.662976,0.425924,0.720834,-0.186072,-0.658221,-0.11189
-0.609554,0.018555,0.669869,0.423527,0.716597,-0.186482,-0.662678,-0.112121
-0.605037,0.015545,0.675318,0.421468,0.712351,-0.187485,-0.666944,-0.112214
-0.601996,0.013378,0.678894,0.42015,0.70624,-0.188511,-0.673417,-0.110444
-0.596027,0.009367,0.685644,0.417801,0.698871,-0.190027,-0.68056,-0.110936
-0.592894,0.007476,0.68918,0.416475,0.712423,-0.178692,-0.670972,-0.10158
-0.589759,0.006021,0.692768,0.414994,0.704037,-0.180918,-0.679369,-0.100289
-0.584991,0.003695,0.698048,0.412918,0.698078,-0.183298,-0.684851,-0.100342
-0.582275,0.002512,0.700851,0.412015,0.69039,-0.187487,-0.691441,-0.100597
-0.576915,0.000061,0.706283,0.410285,0.687444,-0.180818,-0.695934,-0.101987
-0.571731,-0.002317,0.711386,0.408715,0.684454,-0.177418,-0.699124,-0.106166
-0.568026,-0.003843,0.714698,0.408092,0.678813,-0.175266,-0.704968,-0.107309
-0.560794,-0.006873,0.721204,0.406604,0.672235,-0.174609,-0.711097,-0.109329
-0.556235,-0.008943,0.72519,0.405736,0.670883,-0.159843,-0.715866,-0.109095
-0.551554,-0.011515,0.729016,0.405205,0.665984,-0.152793,-0.722067,-0.108344
-0.542765,-0.016481,0.736111,0.404073,0.659741,-0.151409,-0.727796,-0.110136
-0.535626,-0.021202,0.741614,0.403315,0.653159,-0.148724,-0.734063,-0.111423
-0.531037,-0.024292,0.745076,0.402829,0.639899,-0.158968,-0.74356,-0.111249
-0.524647,-0.028297,0.750008,0.401787,0.622601,-0.172704,-0.754999,-0.111881
-0.516132,-0.033752,0.756455,0.400306,0.628306,-0.143526,-0.755806,-0.11571
-0.511595,-0.036513,0.759707,0.399728,0.603784,-0.148952,-0.771884,-0.13211
-0.504129,-0.041069,0.764766,0.399125,0.592321,-0.144237,-0.780632,-0.137713
-0.495583,-0.0464,0.770345,0.398514,0.582327,-0.141593,-0.788312,-0.13932
-0.490323,-0.04983,0.773401,0.398687,0.573695,-0.138357,-0.794769,-0.141682
-0.479247,-0.057011,0.779791,0.398746,0.568416,-0.133384,-0.799294,-0.142269
-0.470563,-0.062762,0.784651,0.39869,0.562262,-0.129334,-0.803908,-0.144452
-0.463453,-0.067909,0.788445,0.398691,0.556668,-0.126085,-0.80787,-0.146865
-0.45085,-0.07677,0.79503,0.398457,0.550998,-0.122679,-0.811875,-0.149032
-0.444491,-0.081343,0.798155,0.398447,0.54459,-0.119074,-0.816281,-0.151423
-0.437198,-0.086534,0.801385,0.398939,0.538274,-0.115131,-0.820707,-0.153119
-0.427409,-0.093293,0.805532,0.39967,0.535044,-0.113224,-0.822641,-0.155467
-0.423394,-0.096223,0.806821,0.400647,0.527402,-0.110517,-0.828028,-0.154927
-0.415748,-0.101936,0.809333,0.402173,0.519472,-0.106798,-0.833142,-0.156901
-0.406161,-0.109132,0.812582,0.403527,0.511303,-0.102871,-0.838306,-0.15884
-0.400235,-0.113846,0.814579,0.404119,0.504076,-0.098795,-0.842957,-0.159906
-0.395926,-0.117527,0.816196,0.404047,0.498282,-0.09515,-0.847036,-0.158716
-0.387836,-0.124247,0.819289,0.403623,0.490906,-0.091038,-0.851297,-0.1613
-0.380564,-0.129979,0.821988,0.403253,0.483363,-0.087597,-0.855603,-0.16319
-0.375025,-0.134033,0.823843,0.403328,0.476027,-0.084059,-0.859266,-0.167312
-0.364906,-0.141845,0.826841,0.403804,0.476415,-0.077767,-0.860394,-0.16341
-0.358794,-0.146773,0.828398,0.404328,0.473068,-0.073984,-0.862346,-0.164597
-0.352922,-0.151876,0.829597,0.405152,0.46998,-0.071773,-0.864396,-0.163668
-0.3436,-0.159814,0.831583,0.40604,0.465363,-0.060799,-0.866404,-0.170542
-0.339589,-0.163535,0.832353,0.406355,0.462893,-0.057546,-0.867781,-0.171393
-0.333882,-0.169252,0.833089,0.407234,0.458716,-0.05438,-0.869816,-0.173328
-0.327934,-0.175322,0.833612,0.408426,0.452675,-0.049218,-0.872963,-0.174925
-0.326045,-0.178334,0.833096,0.409685,0.448471,-0.045383,-0.875123,-0.175991
-0.321415,-0.184917,0.832263,0.412112,0.443526,-0.04247,-0.877486,-0.17748
-0.317721,-0.189928,0.831701,0.41383,0.439478,-0.039955,-0.879338,-0.178961
-0.314276,-0.194404,0.831274,0.415236,0.436778,-0.037879,-0.880447,-0.180565
-0.308119,-0.201928,0.830738,0.417328,0.434591,-0.034866,-0.881216,-0.182682
-0.304809,-0.205579,0.830782,0.417888,0.43266,-0.031836,-0.88192,-0.184416
-0.299874,-0.210051,0.831361,0.418081,0.431151,-0.028466,-0.882265,-0.186834
-0.292808,-0.216394,0.831798,0.418986,0.429556,-0.025156,-0.882729,-0.188779
-0.288863,-0.219663,0.831765,0.420086,0.427626,-0.02166,-0.883579,-0.189618
-0.28706,-0.221342,0.831428,0.421109,0.425821,-0.017016,-0.884339,-0.190606
-0.284661,-0.224331,0.830457,0.423066,0.422084,-0.013664,-0.886174,-0.190666
-0.282166,-0.227704,0.829255,0.425287,0.417717,-0.009463,-0.887972,-0.192168
-0.28111,-0.229754,0.828482,0.426389,0.413172,-0.006551,-0.889813,-0.193594
-0.278859,-0.234043,0.827186,0.428048,0.409429,-0.00313,-0.891209,-0.195202
-0.276547,-0.23779,0.826331,0.429131,0.407541,0.001133,-0.891797,-0.196485
-0.274098,-0.240694,0.826315,0.429116,0.40594,0.003997,-0.892496,-0.19659
-0.26943,-0.246333,0.825958,0.42956,0.405404,0.007681,-0.892511,-0.197514
-0.266125,-0.24971,0.825728,0.430111,0.405339,0.011317,-0.892361,-0.198151
-0.262394,-0.25346,0.82523,0.431164,0.405573,0.014843,-0.891846,-0.199754
-0.257936,-0.258906,0.824223,0.432543,0.405393,0.019176,-0.891357,-0.201921
-0.257215,-0.26112,0.823439,0.433134,0.405157,0.023784,-0.890804,-0.204328
-0.256814,-0.264665,0.8219,0.434143,0.403716,0.029138,-0.890643,-0.207169
-0.256078,-0.268341,0.820299,0.435347,0.401253,0.033749,-0.890991,-0.209742
-0.256233,-0.270321,0.818835,0.436785,0.399345,0.038035,-0.89112,-0.21209
-0.256084,-0.274522,0.815856,0.439816,0.39869,0.042839,-0.890675,-0.214264
-0.255544,-0.277451,0.813802,0.442092,0.396528,0.046696,-0.891517,-0.213969
-0.25395,-0.280365,0.811915,0.444634,0.398234,0.046969,-0.891181,-0.212132
-0.250884,-0.286014,0.808505,0.448969,0.398977,0.052641,-0.890228,-0.213404
-0.247928,-0.290767,0.805829,0.452356,0.398566,0.062267,-0.889034,-0.216533
-0.246394,-0.293567,0.804295,0.454112,0.40037,0.066834,-0.887524,-0.218034
-0.245469,-0.29712,0.802257,0.455904,0.405933,0.063299,-0.886333,-0.213602
-0.24433,-0.302237,0.799291,0.458354,0.40944,0.076083,-0.882465,-0.21869
-0.244473,-0.304882,0.797634,0.459413,0.413117,0.089509,-0.878693,-0.221857
-0.245628,-0.308728,0.794832,0.461081,0.420104,0.089831,-0.876834,-0.215883
-0.246807,-0.313423,0.791113,0.463673,0.424926,0.099824,-0.874448,-0.211692
-0.248433,-0.315985,0.78804,0.46629,0.43093,0.107794,-0.870669,-0.211221
-0.252489,-0.321014,0.781807,0.471145,0.433229,0.117677,-0.869273,-0.206954
-0.256418,-0.325522,0.776475,0.474734,0.435591,0.128318,-0.867519,-0.202992
-0.261023,-0.329875,0.771895,0.476684,0.438936,0.136106,-0.866255,-0.195993
-0.268525,-0.337697,0.763991,0.479762,0.440708,0.148691,-0.864277,-0.191555
-0.272796,-0.343025,0.759721,0.480354,0.439919,0.155569,-0.864363,-0.187472
-0.277816,-0.350702,0.755085,0.479241,0.448716,0.174313,-0.856292,-0.187169
-0.284409,-0.360806,0.748431,0.478312,0.449539,0.194627,-0.852768,-0.181168
-0.287332,-0.366746,0.745118,0.477218,0.451669,0.206412,-0.849481,-0.178246
-0.293112,-0.378215,0.738164,0.475556,0.451535,0.210803,-0.848739,-0.176976
-0.29868,-0.388819,0.731088,0.474468,0.456599,0.217756,-0.84374,-0.179452
-0.301923,-0.395796,0.725836,0.47471,0.457697,0.228569,-0.841161,-0.175263
-0.308538,-0.409983,0.714689,0.475329,0.455039,0.230002,-0.842367,-0.174515
-0.314499,-0.42234,0.703963,0.476609,0.460068,0.236911,-0.83774,-0.17436
-0.317669,-0.428744,0.697914,0.477684,0.461234,0.244651,-0.835257,-0.172493
-0.320201,-0.434245,0.693197,0.477893,0.462808,0.253856,-0.832114,-0.170153
-0.32381,-0.442534,0.685959,0.478299,0.464899,0.26468,-0.828271,-0.166678
-0.325709,-0.447095,0.682038,0.478375,0.46693,0.267618,-0.82593,-0.167916
-0.327439,-0.450729,0.679007,0.478097,0.469852,0.276605,-0.821802,-0.16544
-0.330678,-0.457304,0.673127,0.477938,0.46872,0.280365,-0.821717,-0.16272
-0.332362,-0.460976,0.669746,0.477993,0.47651,0.292214,-0.813717,-0.159418
-0.335311,-0.466966,0.663914,0.478253,0.479457,0.30424,-0.808655,-0.153741
-0.338874,-0.473746,0.657067,0.478532,0.479864,0.306602,-0.808383,-0.149138
-0.341382,-0.477409,0.652989,0.47869,0.487202,0.312254,-0.801693,-0.149734
-0.346655,-0.48461,0.644935,0.478584,0.488795,0.315974,-0.800194,-0.144674
-0.350844,-0.490066,0.638755,0.478264,0.496336,0.332871,-0.78983,-0.137903
-0.354836,-0.494061,0.633981,0.477561,0.500028,0.332527,-0.787716,-0.137481
-0.361906,-0.501094,0.625317,0.476348,0.502905,0.341329,-0.783048,-0.131974
-0.366213,-0.504447,0.620668,0.475597,0.506799,0.349262,-0.777436,-0.129477
-0.372331,-0.508231,0.614701,0.474566,0.508877,0.355252,-0.774262,-0.123927
-0.38003,-0.513484,0.606604,0.473227,0.512469,0.359535,-0.770429,-0.120621
-0.383973,-0.516102,0.602377,0.472595,0.51272,0.36746,-0.766995,-0.117514
-0.391106,-0.521558,0.593952,0.471418,0.518471,0.372678,-0.761061,-0.11439
-0.398998,-0.528605,0.583802,0.46963,0.520396,0.378099,-0.757677,-0.110249
-0.403338,-0.533454,0.57762,0.468082,0.525595,0.384319,-0.751385,-0.107096
-0.4062,-0.536589,0.573726,0.466811,0.532506,0.388377,-0.74493,-0.103343
-0.41097,-0.541653,0.567101,0.464879,0.537541,0.395154,-0.73806,-0.100847
-0.415219,-0.54574,0.561278,0.463387,0.53641,0.412637,-0.728552,-0.105868
-0.419096,-0.548038,0.556675,0.462738,0.538404,0.422476,-0.721316,-0.106479
-0.426498,-0.552504,0.54761,0.461478,0.555295,0.412837,-0.715571,-0.095769
-0.4316,-0.554913,0.541638,0.460892,0.559796,0.419422,-0.708253,-0.095342
-0.438144,-0.556551,0.534733,0.460804,0.559486,0.430372,-0.701257,-0.099972
-0.447931,-0.559362,0.523914,0.46042,0.567358,0.43278,-0.693676,-0.098083
-0.452965,-0.560253,0.518428,0.460621,0.583298,0.425041,-0.686393,-0.089262
-0.461154,-0.560904,0.50985,0.461277,0.591007,0.427087,-0.678803,-0.086798
-0.469736,-0.561429,0.500942,0.461738,0.587957,0.441141,-0.671415,-0.094356
-0.474628,-0.560647,0.496797,0.462165,0.597159,0.44196,-0.662888,-0.093012
-0.484917,-0.559063,0.48777,0.463016,0.60642,0.443398,-0.6534,-0.093389
-0.492374,-0.55777,0.481078,0.463707,0.607724,0.446784,-0.649344,-0.097001
-0.498437,-0.556186,0.475771,0.464608,0.625034,0.446683,-0.632852,-0.09646
-0.510136,-0.55329,0.465,0.466269,0.632484,0.448322,-0.6237,-0.099851
-0.520083,-0.55039,0.455315,0.468265,0.64501,0.443587,-0.614546,-0.097598
