IMU_Q0,IMU_Q1,IMU_Q2,IMU_Q3,Opt_Q0,Opt_Q1,Opt_Q2,Opt_Q3
-0.526307,-0.548219,0.448993,0.469959,0.664901,0.435456,-0.600153,-0.090007
-0.534442,-0.544921,0.440481,0.472662,0.670336,0.441164,-0.589723,-0.090834
-0.546428,-0.539523,0.427548,0.477006,0.673074,0.429068,-0.595204,-0.092759
-0.553334,-0.535974,0.419821,0.4799,0.676978,0.451035,-0.5745,-0.090657
-0.562359,-0.531229,0.408779,0.484199,0.667511,0.465218,-0.57223,-0.102737
-0.572746,-0.525973,0.395282,0.488945,0.674601,0.46609,-0.563406,-0.101227
-0.576323,-0.52512,0.389605,0.490214,0.681242,0.467498,-0.553731,-0.103617
-0.583026,-0.524009,0.379446,0.491442,0.68812,0.469365,-0.5429,-0.106988
-0.588866,-0.52295,0.370904,0.492129,0.686593,0.459386,-0.552242,-0.112181
-0.591937,-0.522746,0.366476,0.491978,0.698088,0.459801,-0.536599,-0.115399
-0.598752,-0.520965,0.356377,0.493038,NaN,NaN,NaN,NaN
-0.603168,-0.519053,0.34939,0.494671,NaN,NaN,NaN,NaN
-0.608298,-0.515483,0.340241,0.498485,0.72613,0.451422,-0.503106,-0.12585
-0.61563,-0.510267,0.326891,0.503755,0.744206,0.439435,-0.486821,-0.126728
-0.619176,-0.506528,0.320026,0.507577,0.744512,0.440902,-0.482926,-0.134501
-0.625355,-0.498993,0.308514,0.514544,0.768059,0.420046,-0.463257,-0.137984
-0.631407,-0.491527,0.297243,0.520933,0.771366,0.42141,-0.455173,-0.142217
-0.634566,-0.48694,0.291528,0.524621,0.777093,0.418444,-0.446731,-0.146501
-0.640971,-0.47767,0.279428,0.531891,0.782382,0.416104,-0.437891,-0.151617
-0.646619,-0.468841,0.268714,0.538391,0.780097,0.420729,-0.436811,-0.153728
-0.64942,-0.463978,0.263489,0.541803,0.775319,0.432135,-0.43367,-0.155149
-0.651871,-0.459555,0.258412,0.545067,0.782395,0.427988,-0.422901,-0.160747
-0.655741,-0.451755,0.250137,0.550775,0.785813,0.425796,-0.416944,-0.165393
-0.657994,-0.446412,0.244945,0.554763,0.788978,0.422441,-0.412494,-0.170018
-0.659645,-0.441361,0.240618,0.558723,0.791662,0.419364,-0.408559,-0.174595
-0.662652,-0.43272,0.232999,0.565117,0.794574,0.415429,-0.404977,-0.179064
-0.664137,-0.428126,0.229255,0.568394,0.797652,0.410456,-0.401983,-0.18354
-0.665742,-0.421909,0.224739,0.57295,0.800946,0.405153,-0.398637,-0.188213
-0.667499,-0.414463,0.219498,0.578348,0.803994,0.401081,-0.39387,-0.193891
-0.667824,-0.411069,0.218358,0.580821,0.806694,0.397334,-0.3898,-0.198559
-0.668247,-0.404087,0.216181,0.586025,0.809916,0.394474,-0.383343,-0.203654
-0.668663,-0.39809,0.214372,0.590304,0.811903,0.391028,-0.380193,-0.208238
-0.669198,-0.393242,0.213835,0.593135,0.812492,0.383409,-0.384762,-0.211688
-0.670282,-0.383992,0.212186,0.598539,0.815692,0.38294,-0.376239,-0.215517
-0.670576,-0.378892,0.211497,0.601695,0.818996,0.37993,-0.36977,-0.219473
-0.67056,-0.373252,0.211169,0.605343,0.820635,0.373833,-0.370703,-0.222232
-0.670573,-0.363876,0.21014,0.611364,0.81915,0.367943,-0.379343,-0.22296
-0.670178,-0.357673,0.2093,0.615731,0.820141,0.362552,-0.381145,-0.225061
-0.670188,-0.354436,0.208849,0.617743,0.821596,0.359433,-0.379623,-0.227321
-0.670639,-0.349685,0.208769,0.619984,0.823347,0.355174,-0.378383,-0.229731
-0.670878,-0.343829,0.209275,0.622823,0.824098,0.35201,-0.378305,-0.232028
-0.670645,-0.341106,0.210642,0.624109,0.825693,0.346763,-0.378613,-0.23375
-0.670559,-0.336276,0.212839,0.626074,0.826669,0.342497,-0.37936,-0.235371
-0.670702,-0.331386,0.214203,0.62806,0.837319,0.297029,-0.391715,-0.239228
-0.670767,-0.328551,0.214374,0.62942,0.826075,0.349074,-0.370113,-0.24241
-0.670561,-0.322971,0.215437,0.632159,0.827716,0.336981,-0.376026,-0.244815
-0.670341,-0.319498,0.216601,0.633757,0.827181,0.336878,-0.375716,-0.24723
-0.670154,-0.316756,0.21819,0.634785,0.829342,0.322277,-0.382523,-0.249009
-0.669832,-0.311895,0.220399,0.636766,0.829038,0.320437,-0.383041,-0.251587
-0.66928,-0.309886,0.221545,0.637929,0.828555,0.320706,-0.38236,-0.253859
-0.667761,-0.30727,0.2239,0.63996,0.827927,0.324401,-0.37973,-0.25516
-0.666174,-0.304067,0.226673,0.642164,0.828663,0.319124,-0.381746,-0.256411
-0.66537,-0.302726,0.228019,0.643154,0.829057,0.317025,-0.381376,-0.258286
-0.663731,-0.29981,0.230414,0.645357,0.828706,0.314787,-0.383213,-0.25943
-0.662585,-0.297341,0.232338,0.646984,0.829163,0.306764,-0.388518,-0.259688
-0.662393,-0.295115,0.233824,0.647664,0.828849,0.300712,-0.394704,-0.258439
-0.661994,-0.290704,0.236729,0.649011,0.834427,0.27603,-0.399582,-0.260523
-0.6615,-0.28698,0.239745,0.650064,0.833876,0.271337,-0.404333,-0.259887
-0.66084,-0.285241,0.242121,0.65062,0.832619,0.269866,-0.408367,-0.259142
-0.659801,-0.284293,0.245384,0.650866,0.832679,0.264075,-0.412538,-0.258306
-0.658659,-0.283104,0.250277,0.650678,0.826338,0.288932,-0.410347,-0.255536
-0.658164,-0.282982,0.253047,0.650161,0.82253,0.300171,-0.410488,-0.254639
-0.657331,-0.283286,0.256806,0.649396,0.82264,0.296574,-0.413739,-0.253233
-0.656074,-0.283288,0.262062,0.648567,0.822192,0.296802,-0.415173,-0.252071
-0.655676,-0.283322,0.264863,0.647816,0.826355,0.276884,-0.42009,-0.252977
-0.655322,-0.282903,0.269265,0.646541,0.830891,0.251032,-0.425953,-0.255277
-0.654823,-0.282333,0.273079,0.645695,0.830605,0.251895,-0.426402,-0.254608
-0.654473,-0.281895,0.275131,0.645371,0.830787,0.249653,-0.428217,-0.253172
-0.654225,-0.281176,0.279407,0.644098,0.821668,0.265869,-0.439642,-0.246758
-0.654457,-0.28038,0.281571,0.643266,0.822747,0.259882,-0.442933,-0.243638
-0.654905,-0.278883,0.282743,0.642946,0.822897,0.255273,-0.447692,-0.239267
-0.655138,-0.276867,0.28529,0.642455,0.823485,0.249957,-0.451242,-0.236168
-0.655385,-0.275889,0.286818,0.641944,0.824819,0.244015,-0.453064,-0.234228
-0.655976,-0.27461,0.290238,0.640349,0.82568,0.240417,-0.454262,-0.232589
-0.656659,-0.273395,0.294612,0.638167,0.8269,0.237598,-0.454146,-0.231378
-0.657536,-0.272876,0.29884,0.635515,0.827223,0.236306,-0.454764,-0.23033
-0.659407,-0.271108,0.306783,0.63053,0.827485,0.235558,-0.454907,-0.229873
-0.661444,-0.267772,0.313501,0.626504,0.827451,0.236077,-0.454904,-0.229467
-0.662752,-0.264884,0.316342,0.624919,0.826816,0.236041,-0.456403,-0.228813
-0.66358,-0.263373,0.317774,0.623952,0.82615,0.236879,-0.457538,-0.228087
-0.665056,-0.261005,0.319736,0.622371,0.825223,0.237524,-0.459157,-0.227519
-0.665865,-0.259714,0.320724,0.621537,0.824517,0.237852,-0.460494,-0.227031
-0.665796,-0.259938,0.321005,0.621372,0.824005,0.238139,-0.461495,-0.226558
-0.665871,-0.260046,0.322073,0.620694,0.824002,0.238212,-0.461572,-0.226332
-0.665663,-0.260725,0.322797,0.620256,0.824189,0.238121,-0.461326,-0.22625
-0.665057,-0.262304,0.323829,0.619702,0.824426,0.238083,-0.46105,-0.22599
-0.664472,-0.263792,0.325167,0.618997,0.824542,0.23817,-0.461091,-0.225392
-0.664237,-0.264364,0.325741,0.618704,0.824734,0.238542,-0.460904,-0.224674
-0.664113,-0.265147,0.326256,0.61823,0.824351,0.238932,-0.461609,-0.224218
-0.664133,-0.265559,0.326386,0.617962,0.824012,0.239555,-0.461769,-0.224472
-0.664386,-0.265297,0.326004,0.618005,0.823534,0.239988,-0.462397,-0.224467
-0.664758,-0.265287,0.325879,0.617675,0.823319,0.240895,-0.462474,-0.224129
-0.665076,-0.265444,0.325952,0.617227,0.823044,0.242115,-0.462479,-0.223814
-0.665413,-0.265792,0.32609,0.61664,0.822569,0.243676,-0.462735,-0.223335
-0.665616,-0.266241,0.326226,0.616156,0.822318,0.244533,-0.462994,-0.222784
-0.665335,-0.266473,0.326243,0.616349,0.821867,0.245475,-0.46362,-0.222111
-0.665054,-0.267073,0.326241,0.616395,0.821663,0.246052,-0.464007,-0.221417
-0.665,-0.26824,0.325908,0.616122,0.821464,0.246303,-0.464496,-0.22085
-0.665013,-0.269448,0.325301,0.615902,0.821127,0.246987,-0.464808,-0.220685
-0.664932,-0.270224,0.325189,0.615708,0.820867,0.24745,-0.465145,-0.220423
-0.664781,-0.271535,0.325363,0.615202,0.820296,0.247881,-0.466065,-0.220119
-0.664755,-0.272656,0.32547,0.614678,0.819946,0.248418,-0.466678,-0.219519
-0.66492,-0.272845,0.325511,0.614394,0.819605,0.248926,-0.467204,-0.2191
-0.665009,-0.273437,0.325686,0.613941,0.819022,0.249966,-0.467816,-0.218789
-0.66489,-0.273949,0.325975,0.613689,0.817577,0.252696,-0.46895,-0.218628
-0.664616,-0.274557,0.326383,0.613497,0.8178,0.252208,-0.468965,-0.218325
-0.664347,-0.275694,0.326834,0.613038,0.818103,0.252141,-0.468588,-0.218078
-0.664224,-0.276316,0.327039,0.612782,0.818002,0.252164,-0.468758,-0.218062
-0.664055,-0.277216,0.327243,0.612449,0.818325,0.252049,-0.46828,-0.218012
-0.663891,-0.278207,0.327465,0.612059,0.818342,0.251963,-0.46831,-0.217984
-0.663955,-0.278347,0.327482,0.611917,0.818172,0.252242,-0.468551,-0.217779
-0.664102,-0.278609,0.327448,0.611655,0.817931,0.252614,-0.468866,-0.217577
-0.664251,-0.278733,0.327415,0.611455,0.817891,0.252553,-0.469078,-0.217341
-0.664426,-0.278532,0.327348,0.611393,0.817702,0.25281,-0.469218,-0.21745
-0.664577,-0.278582,0.327328,0.611216,0.817643,0.25288,-0.469397,-0.217204
-0.664471,-0.278955,0.327595,0.611018,0.817222,0.253093,-0.470015,-0.217206
-0.664335,-0.27933,0.327833,0.610868,0.816955,0.253288,-0.47037,-0.217215
-0.664269,-0.279705,0.327934,0.610713,0.816564,0.253482,-0.471052,-0.21698
-0.664088,-0.280285,0.328171,0.610517,0.816625,0.253656,-0.471029,-0.216594
-0.663989,-0.280652,0.328309,0.610382,0.816674,0.253698,-0.471037,-0.216347
-0.663803,-0.281168,0.3285,0.610244,0.816794,0.253534,-0.471028,-0.216105
-0.663447,-0.281914,0.328859,0.610093,0.816781,0.253575,-0.471103,-0.21594
-0.663232,-0.282268,0.329132,0.610017,0.816703,0.253587,-0.47124,-0.215924
-0.663141,-0.282741,0.329385,0.60976,0.816566,0.253725,-0.471465,-0.215788
-0.663175,-0.283133,0.329495,0.609482,0.816502,0.254143,-0.471368,-0.215751
-0.663373,-0.283114,0.32944,0.609305,0.816491,0.25421,-0.471315,-0.215829
-0.66363,-0.283121,0.329535,0.60897,0.816237,0.254502,-0.471568,-0.215891
-0.663665,-0.283172,0.329678,0.608831,0.816038,0.25427,-0.472175,-0.215588
-0.663654,-0.283252,0.329703,0.608792,0.815437,0.254303,-0.473171,-0.215643
-0.6638,-0.283393,0.329608,0.608618,0.815237,0.253973,-0.473858,-0.21528
-0.663818,-0.283509,0.32952,0.608593,0.81525,0.253923,-0.473958,-0.215067
-0.663675,-0.283703,0.329556,0.608639,0.815275,0.253568,-0.474065,-0.215157
-0.663497,-0.28392,0.329767,0.608618,0.815591,0.253232,-0.473822,-0.214891
-0.663304,-0.284081,0.330224,0.608505,0.81557,0.253187,-0.473899,-0.214853
-0.662993,-0.284337,0.331009,0.608297,0.815626,0.253162,-0.473902,-0.214664
-0.662892,-0.284344,0.331561,0.608104,0.816045,0.252962,-0.473453,-0.214296
-0.663021,-0.284112,0.331689,0.608002,0.816623,0.252592,-0.472856,-0.213849
-0.663129,-0.283917,0.331721,0.607957,0.81766,0.251714,-0.471791,-0.213272
-0.663303,-0.283538,0.331823,0.607888,0.818422,0.25063,-0.471304,-0.212701
-0.663445,-0.283246,0.331968,0.607791,0.819228,0.24943,-0.470802,-0.212123
-0.66373,-0.282917,0.332052,0.607587,0.820617,0.245084,-0.471233,-0.210857
-0.664387,-0.282175,0.332014,0.607235,0.821638,0.239203,-0.473128,-0.209385
-0.664899,-0.281576,0.331979,0.606972,0.825761,0.255746,-0.457375,-0.208617
-0.665693,-0.28054,0.332048,0.606542,0.827369,0.252554,-0.456803,-0.207383
-0.666677,-0.279173,0.33232,0.605943,0.829746,0.249254,-0.454996,-0.205846
-0.667209,-0.278309,0.332978,0.605394,0.832426,0.24816,-0.451464,-0.204118
-0.668414,-0.276573,0.334203,0.604183,0.834708,0.219397,-0.46261,-0.202779
-0.669722,-0.274699,0.335149,0.603066,0.837346,0.209244,-0.463265,-0.201133
-0.671117,-0.272328,0.335686,0.602291,0.840152,0.20139,-0.462655,-0.198837
-0.673821,-0.267528,0.336712,0.600849,0.843372,0.193546,-0.461386,-0.195923
-0.675835,-0.263896,0.337274,0.599877,0.846831,0.184329,-0.460417,-0.192134
-0.678605,-0.25874,0.337966,0.598605,0.849916,0.174882,-0.460105,-0.188048
-0.682598,-0.251087,0.339375,0.596523,0.852774,0.164217,-0.460615,-0.183422
-0.684652,-0.246744,0.34081,0.595162,0.855805,0.151742,-0.461414,-0.177959
-0.688007,-0.239567,0.343905,0.592439,0.85998,0.156156,-0.453971,-0.173092
-0.69167,-0.232036,0.347105,0.589297,0.864079,0.165787,-0.444203,-0.169011
-0.694143,-0.227364,0.349613,0.586721,0.866178,0.152922,-0.446476,-0.164345
-0.699251,-0.217041,0.355115,0.581235,0.868081,0.143824,-0.447449,-0.159812
-0.705027,-0.205455,0.361597,0.574433,0.869816,0.134428,-0.448856,-0.154524
-0.708912,-0.197932,0.366083,0.56943,0.871368,0.124978,-0.450431,-0.149032
-0.711758,-0.192128,0.369433,0.565691,0.872998,0.116634,-0.451505,-0.142879
-0.716261,-0.182307,0.37545,0.55926,0.874506,0.110914,-0.451662,-0.13762
-0.719143,-0.175665,0.379872,0.554682,0.875861,0.106546,-0.451315,-0.133527
-0.721264,-0.170831,0.383764,0.550745,0.875965,0.101099,-0.453703,-0.128915
-0.725377,-0.161824,0.390501,0.543277,0.876141,0.095569,-0.455894,-0.124118
-0.727765,-0.157441,0.393779,0.538988,0.876253,0.09082,-0.458096,-0.118664
-0.730754,-0.153132,0.397016,0.533786,0.876809,0.086496,-0.459561,-0.111931
-0.734248,-0.1475,0.401279,0.527351,0.877655,0.082386,-0.460366,-0.104871
-0.735353,-0.145793,0.403364,0.524689,0.877954,0.076854,-0.462132,-0.098613
-0.737453,-0.142307,0.408046,0.519048,0.878922,0.072574,-0.462322,-0.092127
-0.739455,-0.139232,0.412344,0.513609,0.88003,0.068555,-0.462203,-0.084942
-0.740997,-0.138107,0.415275,0.509309,0.881031,0.064347,-0.462292,-0.077006
-0.744144,-0.135214,0.420639,0.50103,0.882232,0.060884,-0.461809,-0.068505
-0.746284,-0.133338,0.423409,0.49599,0.883076,0.057471,-0.461716,-0.060774
-0.749141,-0.13125,0.425558,0.490369,0.883543,0.053845,-0.46229,-0.052346
-0.754061,-0.127508,0.42956,0.48022,0.883951,0.048436,-0.462914,-0.044677
-0.758272,-0.124718,0.432242,0.471844,0.884552,0.043667,-0.462928,-0.036861
-0.760749,-0.123202,0.433888,0.466715,0.884297,0.039698,-0.464375,-0.028267
-0.764069,-0.121154,0.436478,0.459356,0.885133,0.037145,-0.463521,-0.017536
-0.76853,-0.118426,0.439629,0.449515,0.886432,0.03674,-0.461373,-0.004797
-0.770942,-0.116972,0.441177,0.444217,0.885209,0.033133,-0.464005,0.002524
-0.774858,-0.114656,0.443898,0.435205,0.886463,0.031542,-0.461582,0.011417
-0.77864,-0.112556,0.447003,0.425722,0.882856,0.026332,-0.46868,0.014486
-0.780106,-0.112272,0.449686,0.420252,0.882154,0.023486,-0.469986,0.019144
-0.783027,-0.111353,0.455074,0.409117,0.880799,0.020461,-0.472533,0.022088
-0.784938,-0.110666,0.458824,0.401379,0.879999,0.017269,-0.473898,0.026925
-0.785832,-0.110281,0.461995,0.396064,0.879559,0.014815,-0.474447,0.032493
-0.787429,-0.10922,0.467326,0.386824,0.878729,0.012546,-0.475624,0.038219
-0.787899,-0.108213,0.470003,0.382886,0.877649,0.010205,-0.477175,0.04395
-0.787857,-0.106826,0.473672,0.37882,0.876711,0.0086,-0.478416,0.049211
-0.788016,-0.105506,0.478059,0.373309,0.875478,0.006904,-0.480177,0.054047
-0.788451,-0.105082,0.479668,0.370434,0.874868,0.005819,-0.480812,0.058235
-0.78982,-0.104325,0.482925,0.363433,0.874435,0.004993,-0.481146,0.061948
-0.791319,-0.103954,0.486702,0.355146,0.875984,0.007037,-0.477443,0.068198
-0.792283,-0.104293,0.488753,0.350043,0.874007,0.003948,-0.481073,0.068298
-0.793078,-0.104514,0.489983,0.34644,0.873805,0.003683,-0.480951,0.071679
-0.794293,-0.104885,0.492039,0.34058,0.873351,0.00299,-0.481364,0.074416
-0.795085,-0.105119,0.493577,0.336409,0.873444,0.002822,-0.480653,0.077847
-0.795726,-0.10498,0.494048,0.334238,0.873122,0.002752,-0.480773,0.080675
-0.797369,-0.104802,0.494649,0.329457,0.872528,0.003176,-0.481408,0.083258
-0.798454,-0.10472,0.494698,0.32677,0.871675,0.003928,-0.482663,0.084874
-0.79969,-0.104631,0.494431,0.32417,0.870726,0.004341,-0.484071,0.086558
-0.801373,-0.104583,0.494401,0.32005,0.870607,0.008205,-0.484821,0.083215
-0.801943,-0.10491,0.494579,0.318233,0.8703,0.007487,-0.484502,0.088207
-0.802528,-0.105906,0.495293,0.315306,0.870552,0.009871,-0.483973,0.088387
-0.802999,-0.106932,0.496124,0.312442,0.870936,0.013586,-0.483713,0.085485
-0.802836,-0.107938,0.496758,0.311505,0.870966,0.017527,-0.484086,0.082291
-0.802831,-0.109847,0.497507,0.30965,0.870079,0.021355,-0.486208,0.078162
-0.803038,-0.11116,0.497429,0.308768,0.868748,0.024836,-0.489091,0.073824
-0.80354,-0.112567,0.496203,0.308927,0.866985,0.028067,-0.492826,0.068355
-0.804221,-0.114844,0.494683,0.308751,0.865136,0.032475,-0.496903,0.059775
-0.804269,-0.116261,0.493903,0.309346,0.863544,0.036993,-0.500119,0.052958
-0.803274,-0.119162,0.493186,0.311958,0.858141,0.042778,-0.509799,0.043238
-0.800463,-0.124072,0.492902,0.317669,0.85577,0.049057,-0.513915,0.033789
-0.796264,-0.128656,0.493607,0.325213,0.853435,0.055449,-0.517638,0.024998
-0.793148,-0.131776,0.494077,0.330815,0.851364,0.06259,-0.520541,0.017267
-0.787998,-0.136941,0.494582,0.340138,0.848741,0.067633,-0.524392,0.008796
-0.782319,-0.142696,0.494991,0.350141,0.846534,0.073392,-0.527249,0.001736
-0.779522,-0.146316,0.49479,0.355133,0.843837,0.079329,-0.530668,-0.006064
-0.773956,-0.153136,0.494332,0.364935,0.841072,0.085421,-0.533957,-0.013781
-0.76948,-0.158547,0.49376,0.372781,0.838607,0.091501,-0.536605,-0.020552
-0.766536,-0.162723,0.493069,0.377923,0.836275,0.098737,-0.538667,-0.027072
-0.760472,-0.170576,0.492229,0.38768,0.833798,0.10631,-0.54067,-0.033998
-0.756934,-0.174966,0.491826,0.393123,0.831379,0.113897,-0.542387,-0.040658
-0.752671,-0.180196,0.491356,0.399482,0.829252,0.122066,-0.543291,-0.047703
-0.746554,-0.187608,0.490549,0.408438,0.82753,0.13114,-0.543207,-0.054062
-0.743648,-0.191389,0.489941,0.412693,0.824978,0.141638,-0.543791,-0.060347
-0.73829,-0.198506,0.488437,0.420658,0.82189,0.154007,-0.544289,-0.067295
-0.733366,-0.205225,0.486639,0.428064,0.813543,0.134462,-0.560863,-0.074162
-0.731144,-0.209578,0.484348,0.432335,0.807511,0.155142,-0.562713,-0.084916
-0.726265,-0.21829,0.479885,0.441133,0.798637,0.176506,-0.566667,-0.099569
-0.722967,-0.224346,0.476564,0.447073,0.80211,0.170905,-0.564501,-0.09354
-0.719314,-0.231794,0.472513,0.453421,0.800358,0.178428,-0.564001,-0.097437
-0.711958,-0.245353,0.465974,0.464528,0.797309,0.186278,-0.564823,-0.10283
-0.705317,-0.256902,0.461351,0.472953,0.796017,0.192001,-0.564163,-0.105887
-0.701456,-0.263441,0.458913,0.477448,0.787709,0.20732,-0.567288,-0.121318
-0.696991,-0.270971,0.455423,0.483082,0.793436,0.226699,-0.553013,-0.115084
-0.690907,-0.281153,0.450298,0.490746,0.793235,0.230295,-0.551669,-0.115779
-0.688359,-0.285629,0.447427,0.494355,0.79001,0.234805,-0.5532,-0.121327
-0.684581,-0.291555,0.443472,0.499677,0.779069,0.246512,-0.560025,-0.136585
-0.680035,-0.298063,0.439615,0.505421,0.778756,0.248096,-0.55913,-0.139145
-0.678174,-0.300025,0.438982,0.507306,0.776457,0.252394,-0.559206,-0.143877
-0.674515,-0.303969,0.437545,0.511064,0.774546,0.256876,-0.558553,-0.148699
-0.671963,-0.306636,0.436427,0.513782,0.772118,0.263272,-0.557018,-0.155733
-0.670489,-0.307585,0.43589,0.515592,0.7706,0.269609,-0.554278,-0.162057
-0.666982,-0.31042,0.434261,0.5198,0.767612,0.277428,-0.552019,-0.170531
-0.664746,-0.312139,0.432937,0.522731,0.776214,0.275195,-0.542122,-0.166923
-0.661605,-0.314878,0.429972,0.527498,0.775688,0.280034,-0.538261,-0.173677
-0.657502,-0.318769,0.425724,0.533702,0.768087,0.273255,-0.545539,-0.194323
-0.655185,-0.321404,0.422023,0.537893,0.777206,0.26085,-0.539716,-0.191349
-0.650703,-0.326427,0.414457,0.546128,0.774129,0.279934,-0.531382,-0.199987
-0.646827,-0.330526,0.407765,0.553259,0.774055,0.283263,-0.526423,-0.208517
-0.644471,-0.332742,0.40235,0.558617,0.773591,0.286481,-0.52184,-0.217185
-0.639354,-0.33728,0.391401,0.56945,NaN,NaN,NaN,NaN
-0.634688,-0.341493,0.380537,0.579436,NaN,NaN,NaN,NaN
-0.632104,-0.343557,0.373851,0.585362,0.77627,0.296809,-0.498546,-0.246497
-0.629577,-0.344799,0.367203,0.59153,0.775208,0.307543,-0.490164,-0.253396
-0.625394,-0.346893,0.355461,0.601826,0.774521,0.312161,-0.48527,-0.259204
-0.622602,-0.348072,0.348134,0.608288,0.773819,0.316913,-0.480251,-0.264819
-0.619265,-0.349434,0.340453,0.615222,0.772701,0.320186,-0.477043,-0.269898
-0.614245,-0.351599,0.328846,0.625254,0.771203,0.323574,-0.474166,-0.275159
-0.611944,-0.352522,0.323794,0.629611,0.769579,0.326516,-0.472455,-0.279146
-0.608434,-0.353873,0.316149,0.636107,0.767388,0.329431,-0.472041,-0.282432
-0.604736,-0.355185,0.307941,0.642892,0.765646,0.332411,-0.471092,-0.285239
-0.603226,-0.355478,0.304845,0.645618,0.763721,0.335754,-0.470586,-0.287312
-0.599566,-0.356301,0.298548,0.65149,0.761519,0.339762,-0.470071,-0.289281
-0.596809,-0.357142,0.294599,0.655347,0.759107,0.343895,-0.469668,-0.291385
-0.59475,-0.358398,0.293181,0.657167,0.756733,0.347782,-0.469225,-0.293651
-0.591078,-0.360549,0.289749,0.660815,0.75475,0.352683,-0.467247,-0.296054
-0.589142,-0.362157,0.288424,0.662243,0.753225,0.356625,-0.46499,-0.298754
-0.586552,-0.365014,0.286847,0.663657,0.751661,0.361106,-0.46225,-0.301552
-0.582452,-0.369206,0.283614,0.666333,0.750697,0.362596,-0.460381,-0.305005
-0.579442,-0.372497,0.280987,0.668236,0.744473,0.385184,-0.453494,-0.302881
-0.577752,-0.374451,0.278897,0.669482,0.7438,0.385642,-0.452782,-0.30501
-0.575262,-0.377262,0.274826,0.671727,0.742341,0.38782,-0.452739,-0.305863
-0.572489,-0.380225,0.270192,0.674301,0.741848,0.388265,-0.45372,-0.305042
-0.571268,-0.381123,0.267756,0.675799,0.741272,0.388641,-0.45479,-0.304369
-0.56908,-0.382682,0.263461,0.678448,0.740561,0.388925,-0.455543,-0.304609
-0.567227,-0.384031,0.260363,0.680429,0.739917,0.389409,-0.456057,-0.304788
-0.566329,-0.384796,0.26009,0.68085,0.739086,0.39046,-0.456415,-0.304923
-0.564582,-0.386654,0.259181,0.681594,0.738083,0.391567,-0.457001,-0.305057
-0.563869,-0.387657,0.259267,0.681582,0.737043,0.392741,-0.457723,-0.30498
-0.56342,-0.388241,0.260227,0.681256,0.736062,0.394047,-0.458629,-0.304302
-0.562359,-0.389187,0.26067,0.681423,0.735439,0.394548,-0.45969,-0.303554
-0.561927,-0.389656,0.260605,0.681536,0.734456,0.3965,-0.460567,-0.302061
-0.561137,-0.390802,0.260622,0.681524,0.736789,0.384179,-0.4661,-0.303807
-0.560235,-0.392103,0.260795,0.681453,0.738309,0.377177,-0.46918,-0.30415
-0.559764,-0.393155,0.261067,0.68113,0.738868,0.376628,-0.469608,-0.30281
-0.559017,-0.3952,0.261537,0.680379,0.739589,0.375185,-0.469957,-0.302299
-0.558681,-0.396446,0.26203,0.67974,0.739884,0.373984,-0.471861,-0.300093
-0.558843,-0.397119,0.263131,0.678788,0.740671,0.37219,-0.473406,-0.297939
-0.559266,-0.398057,0.265015,0.677155,0.741703,0.369671,-0.474901,-0.296122
-0.560366,-0.397822,0.266476,0.675809,0.742828,0.36678,-0.476635,-0.294108
-0.561291,-0.397313,0.267512,0.674931,0.744283,0.363217,-0.478203,-0.2923
-0.562331,-0.396892,0.269438,0.673546,0.746284,0.358751,-0.479655,-0.290325
-0.563978,-0.396139,0.272323,0.671449,0.749047,0.353683,-0.480524,-0.287983
-0.565043,-0.395485,0.273857,0.670313,0.751717,0.349206,-0.480703,-0.286184
-0.56672,-0.394045,0.276431,0.668687,0.754273,0.345033,-0.48039,-0.285044
-0.568689,-0.392193,0.2797,0.666743,0.756656,0.340607,-0.480316,-0.284174
-0.570089,-0.390328,0.281774,0.665767,0.758577,0.33712,-0.480306,-0.283228
-0.573203,-0.386044,0.285747,0.663895,0.760412,0.334046,-0.480359,-0.281857
-0.575888,-0.382485,0.288549,0.662419,0.762654,0.330374,-0.48035,-0.280136
-0.577914,-0.379904,0.289447,0.661747,0.765343,0.326054,-0.480622,-0.277382
-0.581145,-0.375575,0.291456,0.660506,0.767956,0.322194,-0.480856,-0.274248
-0.582692,-0.373207,0.292692,0.659937,0.770506,0.318226,-0.481574,-0.270443
-0.584468,-0.370644,0.29396,0.659248,0.772782,0.315173,-0.482387,-0.266038
-0.587338,-0.367055,0.295684,0.657933,0.774536,0.31225,-0.484468,-0.260547
-0.58929,-0.365276,0.296666,0.656734,0.776552,0.309151,-0.487033,-0.253362
-0.593169,-0.361663,0.299114,0.654126,0.778939,0.305911,-0.489631,-0.244813
-0.596689,-0.358357,0.301626,0.651586,0.780887,0.306722,-0.490606,-0.235464
-0.598991,-0.357137,0.303596,0.649224,0.784708,0.279682,-0.504885,-0.226061
-0.604053,-0.354958,0.307664,0.643792,0.783108,0.287255,-0.508114,-0.214586
-0.609748,-0.354113,0.312337,0.636598,0.783503,0.295765,-0.506857,-0.204309
-0.613787,-0.354436,0.315779,0.630813,0.768868,0.32721,-0.511457,-0.200467
-0.617887,-0.354335,0.319048,0.625196,0.779928,0.310709,-0.509818,-0.187768
-0.624929,-0.354345,0.324264,0.615432,0.790543,0.289486,-0.510863,-0.173953
-0.629695,-0.354395,0.327307,0.6089,0.795743,0.289335,-0.504509,-0.168962
-0.634758,-0.35441,0.329942,0.602174,0.792429,0.294174,-0.511073,-0.15596
