0.999999,0.000000,-0.000000,0.000000
1.000000,-0.000059,0.000147,-0.000214
0.999999,-0.000054,0.000360,-0.000454
1.000000,-0.000260,0.000609,-0.000424
1.000000,-0.000478,0.000455,-0.000512
1.000000,-0.000384,0.000520,-0.000511
0.999999,-0.000519,0.000371,-0.000410
1.000000,-0.000418,0.000488,-0.000403
0.999999,-0.000190,0.000573,-0.000480
1.000000,-0.000032,0.000328,-0.000464
0.999999,-0.000103,0.000725,-0.000618
1.000000,0.000146,0.000577,-0.000582
0.999999,0.000104,0.000628,-0.000570
0.999999,0.000278,0.000400,-0.000273
1.000000,0.000158,0.000416,-0.000209
1.000000,0.000454,0.000742,-0.000417
0.999999,0.000368,0.000899,-0.000448
0.999999,0.000530,0.000869,-0.000359
1.000000,0.000476,0.000785,-0.000423
1.000000,0.000417,0.000788,-0.000359
0.999999,0.000314,0.000939,-0.000254
0.999998,0.000445,0.001145,-0.000110
0.999999,0.000543,0.001310,-0.000077
0.999998,0.000415,0.001233,0.000049
0.999999,0.000414,0.000933,0.000388
0.999999,0.000581,0.001018,0.000379
0.999999,0.000658,0.001291,0.000311
0.999998,0.000542,0.001388,0.000273
0.999999,0.000572,0.001436,0.000281
0.999999,0.000680,0.001569,0.000209
0.999999,0.000982,0.001377,0.000329
0.999999,0.000861,0.001108,0.000477
1.000000,0.000548,0.000907,0.000724
0.999998,0.000657,0.000946,0.000675
0.999998,0.000563,0.001208,0.000503
0.999999,0.000422,0.001125,0.000593
0.999999,0.000404,0.001058,0.000474
0.999999,0.000511,0.001148,0.000206
0.999999,0.000616,0.001362,-0.000146
0.999999,0.000383,0.001116,-0.000212
0.999999,0.000673,0.001006,-0.000419
0.999999,0.000993,0.000593,-0.000587
0.999999,0.001059,0.000333,-0.000563
0.999999,0.001017,0.000052,-0.000322
0.999999,0.000997,0.000276,-0.000497
0.999999,0.000626,0.000211,-0.000441
0.999999,0.000261,0.000360,-0.000455
1.000000,-0.000237,0.000197,-0.000258
0.999999,-0.000446,0.000507,-0.000477
0.999999,-0.001228,0.000161,0.000002
0.999998,-0.001329,0.000329,0.000022
0.999999,-0.000941,0.000516,-0.000040
0.999998,-0.000767,0.000624,-0.000030
0.999999,-0.000745,0.000409,-0.000087
0.999999,-0.000708,0.000493,-0.000041
0.999999,-0.000377,0.000787,-0.000005
0.999999,-0.000289,0.001111,-0.000158
0.999999,-0.000697,0.001033,0.000002
0.999999,-0.000841,0.001219,0.000090
0.999998,-0.000853,0.001500,0.000054
0.999998,-0.000647,0.001286,0.000221
0.999998,-0.000620,0.001188,0.000488
0.999999,-0.000430,0.001132,0.000631
0.999999,-0.000570,0.001192,0.000674
0.999999,-0.000763,0.001291,0.000847
0.999997,-0.001222,0.001557,0.000812
0.999997,-0.001425,0.001519,0.000832
0.999998,-0.001308,0.001356,0.000714
0.999998,-0.000895,0.001043,0.000775
0.999998,-0.000576,0.001108,0.000515
0.999999,-0.000399,0.001082,0.000328
1.000000,-0.000347,0.001171,0.000120
0.999998,-0.000316,0.001124,0.000015
0.999999,-0.000605,0.001004,0.000195
0.999999,-0.001108,0.000808,0.000394
0.999999,-0.001298,0.000753,0.000500
0.999998,-0.001592,0.000946,0.000804
0.999997,-0.001642,0.000996,0.000731
0.999998,-0.001716,0.000905,0.000828
0.999998,-0.001668,0.000940,0.000654
0.999998,-0.001662,0.000880,0.000598
0.999997,-0.001570,0.001003,0.000451
0.999998,-0.001620,0.001090,0.000352
0.999998,-0.001840,0.001022,0.000181
0.999997,-0.002068,0.001008,0.000140
0.999997,-0.001822,0.001235,0.000001
0.999998,-0.001714,0.001130,0.000252
0.999998,-0.001906,0.000852,0.000333
0.999998,-0.001871,0.000968,0.000243
0.999997,-0.001690,0.000939,0.000126
0.999998,-0.001627,0.000722,0.000133
