Martin	// User ID
30-5-2023	// Evaluation date
MP_H_R2	30-5-2023	11:49:06:088	// Source file name and timestamp
100.000	// Sampling rate
57.613	// Data capture period



Sample #	IMU_Q0	IMU_Q1	IMU_Q2	IMU_Q3	Clust_Q0	Clust_Q1	Clust_Q2	Clust_Q3	New_ax_Q0	New_ax_Q1	New_ax_Q2	New_ax_Q3	
18	0.091716	-0.666201	0.091081	0.734486	0.604539	0.449550	0.462255	-0.467716	-0.617054	0.422723	-0.508004	0.427178	
19	0.090873	-0.665808	0.092455	0.734775	0.605547	0.450266	0.461575	-0.466392	-0.618359	0.422104	-0.506736	0.427409	
20	0.089614	-0.664829	0.094682	0.735531	0.606403	0.450894	0.460897	-0.465342	-0.619411	0.421554	-0.505648	0.427717	
21	0.088207	-0.663793	0.097154	0.736315	0.607497	0.452016	0.459783	-0.463928	-0.620876	0.420529	-0.504188	0.428326	
22	0.087608	-0.662957	0.098315	0.736985	0.608641	0.453207	0.458651	-0.462383	-0.622457	0.419436	-0.502652	0.428908	
23	0.086389	-0.661404	0.100590	0.738216	0.609031	0.454303	0.457368	-0.462066	-0.622978	0.418361	-0.501965	0.430004	
24	0.085422	-0.660337	0.102262	0.739054	0.609806	0.455938	0.455819	-0.460962	-0.624259	0.416780	-0.500733	0.431116	
25	0.084540	-0.659775	0.103390	0.739500	0.609987	0.457090	0.454818	-0.460572	-0.624815	0.415635	-0.500278	0.431944	
26	0.082818	-0.658825	0.105601	0.740229	0.610506	0.457699	0.454081	-0.460005	-0.625437	0.415058	-0.499547	0.432445	
27	0.081722	-0.658616	0.106774	0.740369	0.610884	0.458499	0.453330	-0.459447	-0.626072	0.414280	-0.498939	0.432973	
28	0.080261	-0.658774	0.108284	0.740169	0.611009	0.459700	0.452809	-0.458593	-0.626982	0.413091	-0.498554	0.433236	
29	0.078180	-0.658937	0.110726	0.739885	0.611514	0.460730	0.452171	-0.457515	-0.628074	0.412096	-0.497762	0.433513	
30	0.076904	-0.659409	0.112351	0.739353	0.612197	0.461649	0.451386	-0.456449	-0.629153	0.411218	-0.496776	0.433912	
31	0.076325	-0.659662	0.113203	0.739057	0.612664	0.462336	0.450473	-0.456030	-0.629663	0.410549	-0.496071	0.434612	
32	0.075663	-0.659845	0.114414	0.738775	0.613703	0.463097	0.449568	-0.454752	-0.630911	0.409848	-0.494696	0.435030	
33	0.074888	-0.660091	0.115839	0.738413	0.614544	0.464012	0.448832	-0.453408	-0.632213	0.408981	-0.493522	0.435289	
34	0.074381	-0.660072	0.116616	0.738358	0.615219	0.464824	0.448197	-0.452288	-0.633302	0.408204	-0.492560	0.435525	
35	0.073361	-0.659900	0.118159	0.738369	0.616334	0.465419	0.447323	-0.451022	-0.634508	0.407666	-0.491118	0.435902	
36	0.072333	-0.659701	0.119644	0.738409	0.617318	0.465867	0.446682	-0.449847	-0.635600	0.407269	-0.489863	0.436096	
37	0.071421	-0.659335	0.120752	0.738644	0.618475	0.466143	0.445935	-0.448710	-0.636645	0.407049	-0.488434	0.436379	
38	0.069789	-0.658656	0.122887	0.739054	0.619211	0.466534	0.445450	-0.447770	-0.637515	0.406693	-0.487478	0.436510	
39	0.068740	-0.658155	0.124232	0.739374	0.619790	0.466987	0.444946	-0.446998	-0.638250	0.406263	-0.486689	0.436716	
40	0.067719	-0.657520	0.125432	0.739830	0.620024	0.467508	0.444215	-0.446855	-0.638481	0.405735	-0.486275	0.437331	
41	0.066244	-0.656627	0.127220	0.740451	0.620292	0.468251	0.443247	-0.446667	-0.638790	0.404979	-0.485763	0.438148	
42	0.065685	-0.656193	0.127904	0.740768	0.620291	0.469130	0.442109	-0.446873	-0.638793	0.404065	-0.485525	0.439250	
43	0.064875	-0.655619	0.128876	0.741179	0.620365	0.470292	0.440918	-0.446725	-0.639125	0.402866	-0.485134	0.440298	
44	0.063713	-0.655118	0.130200	0.741492	0.620008	0.471135	0.439852	-0.447384	-0.638736	0.401963	-0.485316	0.441485	
45	0.063000	-0.655206	0.130872	0.741356	0.620100	0.471918	0.439060	-0.447209	-0.639020	0.401157	-0.485000	0.442155	
46	0.062382	-0.655439	0.131343	0.741119	0.620516	0.472316	0.438506	-0.446754	-0.639480	0.400765	-0.484402	0.442502	
47	0.061220	-0.656010	0.132236	0.740551	0.621200	0.472606	0.438089	-0.445906	-0.640249	0.400501	-0.483520	0.442593	
48	0.060064	-0.656650	0.133139	0.739917	0.621962	0.472493	0.438019	-0.445033	-0.640972	0.400659	-0.482652	0.442352	
49	0.059370	-0.656975	0.133723	0.739579	0.622900	0.472160	0.437851	-0.444237	-0.641612	0.401043	-0.481616	0.442203	
50	0.058147	-0.657424	0.134793	0.739083	0.624222	0.471946	0.437541	-0.442913	-0.642713	0.401324	-0.480095	0.442004	
51	0.057324	-0.657532	0.135552	0.738913	0.624872	0.471958	0.437271	-0.442250	-0.643283	0.401339	-0.479314	0.442010	
52	0.056858	-0.657016	0.135999	0.739325	0.625694	0.471923	0.436918	-0.441472	-0.643946	0.401407	-0.478335	0.442042	
53	0.055911	-0.656268	0.136779	0.739917	0.625814	0.472183	0.436591	-0.441348	-0.644098	0.401141	-0.478120	0.442296	
54	0.055374	-0.655674	0.137117	0.740422	0.626052	0.472431	0.436492	-0.440842	-0.644550	0.400899	-0.477779	0.442226	
55	0.054636	-0.654773	0.137568	0.741190	0.626465	0.472395	0.436316	-0.440469	-0.644866	0.400951	-0.477289	0.442245	
56	0.053660	-0.653821	0.138275	0.741969	0.626762	0.472359	0.436285	-0.440116	-0.645156	0.401001	-0.476945	0.442148	
57	0.053234	-0.653495	0.138658	0.742216	0.627330	0.472043	0.436290	-0.439641	-0.645515	0.401349	-0.476343	0.441959	
58	0.052558	-0.652999	0.139299	0.742580	0.627782	0.472074	0.436231	-0.439021	-0.646034	0.401338	-0.475797	0.441799	
59	0.052044	-0.652611	0.139823	0.742859	0.628189	0.472034	0.436182	-0.438529	-0.646438	0.401395	-0.475319	0.441669	
60	0.051889	-0.652459	0.140095	0.742953	0.628527	0.472126	0.436121	-0.438007	-0.646882	0.401316	-0.474894	0.441548	
61	0.051409	-0.651946	0.140667	0.743328	0.628688	0.472283	0.436177	-0.437551	-0.647271	0.401166	-0.474669	0.441355	
62	0.050989	-0.651401	0.141073	0.743758	0.629111	0.472251	0.436341	-0.436813	-0.647865	0.401221	-0.474180	0.440960	
63	0.050810	-0.651061	0.141253	0.744033	0.629377	0.472277	0.436559	-0.436183	-0.648373	0.401211	-0.473866	0.440560	
64	0.050674	-0.650715	0.141515	0.744296	0.629587	0.472148	0.436885	-0.435692	-0.648741	0.401359	-0.473658	0.440106	
65	0.050461	-0.650145	0.141928	0.744729	0.629633	0.472045	0.437333	-0.435287	-0.649035	0.401477	-0.473645	0.439579	
66	0.050341	-0.649802	0.142247	0.744975	0.629724	0.471954	0.437709	-0.434877	-0.649338	0.401582	-0.473573	0.439113	
67	0.050217	-0.649423	0.142782	0.745213	0.629870	0.472023	0.437859	-0.434439	-0.649696	0.401521	-0.473389	0.438839	
68	0.050055	-0.648837	0.143511	0.745593	0.630005	0.472230	0.438056	-0.433819	-0.650215	0.401320	-0.473186	0.438472	
69	0.050117	-0.648547	0.143752	0.745796	0.629606	0.472711	0.438270	-0.433659	-0.650385	0.400819	-0.473563	0.438271	
70	0.050278	-0.647964	0.144128	0.746219	0.629158	0.473309	0.438459	-0.433467	-0.650596	0.400197	-0.473969	0.438088	
71	0.050387	-0.647302	0.144551	0.746704	0.628680	0.473983	0.438515	-0.433366	-0.650747	0.399492	-0.474388	0.438053	
72	0.050449	-0.646972	0.144723	0.746952	0.628149	0.474581	0.438609	-0.433387	-0.650788	0.398863	-0.474888	0.438023	
73	0.050553	-0.646471	0.145224	0.747281	0.627704	0.475346	0.438322	-0.433483	-0.650809	0.398057	-0.475230	0.438353	
74	0.050639	-0.646291	0.145677	0.747343	0.627338	0.475837	0.438293	-0.433503	-0.650846	0.397541	-0.475552	0.438419	
75	0.050802	-0.646519	0.146180	0.747037	0.627308	0.476026	0.438284	-0.433349	-0.650993	0.397347	-0.475543	0.438387	
76	0.051087	-0.646733	0.146980	0.746675	0.627252	0.476294	0.438089	-0.433333	-0.651046	0.397066	-0.475540	0.438566	
77	0.051223	-0.646948	0.147441	0.746388	0.627317	0.476516	0.437937	-0.433149	-0.651230	0.396839	-0.475403	0.438646	
78	0.051402	-0.647326	0.148091	0.745919	0.627207	0.476791	0.437649	-0.433295	-0.651156	0.396547	-0.475459	0.438959	
79	0.051560	-0.647737	0.148988	0.745373	0.627117	0.476831	0.437711	-0.433320	-0.651137	0.396503	-0.475560	0.438918	
80	0.051472	-0.647945	0.149505	0.745094	0.626373	0.476961	0.437661	-0.434301	-0.650348	0.396338	-0.476416	0.439308	
81	0.051427	-0.648021	0.149681	0.744997	0.625885	0.477258	0.437691	-0.434648	-0.650091	0.396015	-0.476930	0.439422	
82	0.051328	-0.648074	0.149918	0.744909	0.625257	0.477658	0.437796	-0.435007	-0.649829	0.395581	-0.477589	0.439484	
83	0.051146	-0.648102	0.150217	0.744838	0.624517	0.478147	0.437837	-0.435491	-0.649477	0.395050	-0.478356	0.439648	
84	0.051058	-0.648074	0.150372	0.744837	0.623562	0.478738	0.437987	-0.436059	-0.649058	0.394405	-0.479358	0.439755	
85	0.050987	-0.648123	0.150696	0.744733	0.622528	0.479621	0.438090	-0.436462	-0.648805	0.393456	-0.480380	0.439863	
86	0.051028	-0.648256	0.150955	0.744562	0.621397	0.480378	0.438103	-0.437228	-0.648244	0.392627	-0.481541	0.440162	
87	0.051292	-0.648612	0.151056	0.744214	0.620395	0.481192	0.438121	-0.437737	-0.647898	0.391744	-0.482533	0.440371	
88	0.051677	-0.649322	0.151279	0.743522	0.619619	0.481908	0.438025	-0.438144	-0.647633	0.390970	-0.483274	0.440636	
89	0.051958	-0.649933	0.151423	0.742939	0.619391	0.482145	0.438285	-0.437946	-0.647802	0.390722	-0.483498	0.440362	
90	0.052387	-0.650937	0.151593	0.741995	0.619284	0.482384	0.438388	-0.437733	-0.647994	0.390475	-0.483573	0.440217	
91	0.052941	-0.652263	0.151854	0.740737	0.619576	0.482445	0.438518	-0.437121	-0.648498	0.390431	-0.483219	0.439902	
92	0.053199	-0.652923	0.152016	0.740103	0.619935	0.482432	0.438792	-0.436352	-0.649115	0.390469	-0.482810	0.439406	
93	0.053683	-0.653792	0.152332	0.739236	0.620128	0.482567	0.438974	-0.435744	-0.649618	0.390344	-0.482556	0.439052	
94	0.054134	-0.654487	0.152619	0.738528	0.620225	0.482657	0.439187	-0.435290	-0.649987	0.390261	-0.482428	0.438721	
95	0.054231	-0.654420	0.152777	0.738548	0.619991	0.482786	0.439541	-0.435125	-0.650111	0.390126	-0.482689	0.438371	
96	0.054418	-0.654254	0.153232	0.738586	0.619554	0.483062	0.439816	-0.435161	-0.650087	0.389827	-0.483149	0.438166	
97	0.054486	-0.653800	0.153856	0.738854	0.618794	0.483563	0.440002	-0.435500	-0.649839	0.389279	-0.483934	0.438153	
98	0.054484	-0.653312	0.154291	0.739195	0.617866	0.484249	0.440102	-0.435953	-0.649518	0.388530	-0.484867	0.438264	
99	0.054698	-0.653130	0.154561	0.739284	0.616857	0.485040	0.440168	-0.436435	-0.649183	0.387666	-0.485866	0.438418	
100	0.055088	-0.652863	0.155068	0.739385	0.615951	0.485882	0.440296	-0.436649	-0.649069	0.386756	-0.486733	0.438430	
101	0.055412	-0.652862	0.155351	0.739302	0.615265	0.486903	0.440035	-0.436742	-0.649097	0.385664	-0.487279	0.438743	
102	0.055855	-0.653330	0.155451	0.738834	0.615070	0.487692	0.439851	-0.436321	-0.649527	0.384838	-0.487306	0.438802	
103	0.056512	-0.653962	0.155733	0.738165	0.614922	0.488301	0.439706	-0.435995	-0.649860	0.384199	-0.487323	0.438849	
104	0.056826	-0.654460	0.155998	0.737643	0.614862	0.488800	0.439796	-0.435429	-0.650365	0.383684	-0.487273	0.438608	
105	0.057209	-0.655282	0.156537	0.736769	0.615220	0.488949	0.439985	-0.434565	-0.651080	0.383554	-0.486822	0.438162	
106	0.057612	-0.656079	0.157200	0.735887	0.614566	0.489892	0.440196	-0.434214	-0.651432	0.382550	-0.487363	0.437913	
107	0.057621	-0.656214	0.157699	0.735659	0.614139	0.490493	0.440646	-0.433682	-0.651888	0.381916	-0.487730	0.437380	
108	0.057717	-0.656358	0.158628	0.735323	0.615263	0.489442	0.441505	-0.432402	-0.652800	0.383077	-0.486699	0.436153	
109	0.057838	-0.656384	0.159371	0.735130	0.615150	0.489599	0.441767	-0.432117	-0.653028	0.382913	-0.486801	0.435840	
110	0.057939	-0.656022	0.159985	0.735311	0.615004	0.489645	0.441862	-0.432176	-0.652976	0.382860	-0.486965	0.435781	
111	0.058200	-0.655498	0.161100	0.735515	0.615299	0.489744	0.441713	-0.431796	-0.653310	0.382769	-0.486586	0.435784	
112	0.058412	-0.655151	0.161643	0.735687	0.614353	0.491098	0.441350	-0.431975	-0.653298	0.381314	-0.487345	0.436229	
113	0.058739	-0.654696	0.162036	0.735980	0.614106	0.491662	0.440875	-0.432172	-0.653215	0.380710	-0.487477	0.436733	
114	0.059184	-0.654146	0.162624	0.736304	0.615210	0.491978	0.440969	-0.430141	-0.654912	0.380437	-0.486089	0.435976	
115	0.059378	-0.653959	0.162819	0.736412	0.616900	0.490955	0.441336	-0.428509	-0.656147	0.381582	-0.484356	0.435046	
116	0.059275	-0.653896	0.163014	0.736432	0.616972	0.491623	0.441146	-0.427835	-0.656770	0.380887	-0.484089	0.435013	
117	0.058898	-0.653703	0.163571	0.736510	0.617156	0.491821	0.441349	-0.427132	-0.657348	0.380692	-0.483823	0.434607	
118	0.058433	-0.653400	0.164260	0.736663	0.617618	0.491686	0.441604	-0.426354	-0.657956	0.380854	-0.483311	0.434113	
119	0.058139	-0.653021	0.164735	0.736916	0.618084	0.491799	0.441576	-0.425577	-0.658604	0.380755	-0.482721	0.433874	
120	0.057717	-0.652123	0.165560	0.737560	0.617818	0.492268	0.441574	-0.425425	-0.658767	0.380256	-0.482915	0.433849	
121	0.057366	-0.651225	0.166295	0.738215	0.618299	0.492132	0.441493	-0.424966	-0.659138	0.380414	-0.482372	0.433751	
122	0.057256	-0.650574	0.166661	0.738715	0.618154	0.492535	0.441120	-0.425098	-0.659090	0.379984	-0.482428	0.434138	
123	0.057041	-0.649472	0.167394	0.739534	0.617610	0.493454	0.440204	-0.425771	-0.658679	0.378993	-0.482810	0.435203	
124	0.056922	-0.648909	0.167844	0.739936	0.615901	0.495263	0.439409	-0.426967	-0.657896	0.377023	-0.484345	0.436390	
125	0.056878	-0.648926	0.168181	0.739848	0.615743	0.495435	0.439287	-0.427121	-0.657792	0.376835	-0.484484	0.436556	
126	0.056753	-0.648989	0.168793	0.739663	0.615879	0.495547	0.439142	-0.426944	-0.657956	0.376721	-0.484287	0.436624	
127	0.056660	-0.649487	0.169062	0.739171	0.616887	0.495533	0.438844	-0.425810	-0.658907	0.376773	-0.483077	0.436486	
128	0.056428	-0.650524	0.169566	0.738161	0.617814	0.495562	0.438681	-0.424598	-0.659913	0.376777	-0.481952	0.436206	
129	0.056131	-0.651410	0.170174	0.737262	0.618638	0.495286	0.438846	-0.423548	-0.660738	0.377098	-0.481041	0.435686	
130	0.055890	-0.651676	0.170418	0.736988	0.620526	0.494451	0.438928	-0.421673	-0.662193	0.378038	-0.478994	0.434917	
131	0.055402	-0.651844	0.170964	0.736751	0.620467	0.495423	0.438404	-0.421164	-0.662721	0.377011	-0.478782	0.435237	
132	0.054745	-0.651291	0.171685	0.737121	0.620290	0.496093	0.438101	-0.420951	-0.662969	0.376298	-0.478801	0.435456	
133	0.054215	-0.650309	0.172237	0.737898	0.620366	0.496324	0.437883	-0.420794	-0.663129	0.376055	-0.478640	0.435598	
134	0.053838	-0.649684	0.172758	0.738355	0.620242	0.496859	0.437461	-0.420784	-0.663208	0.375484	-0.478629	0.435983	
135	0.053200	-0.648670	0.173689	0.739073	0.620812	0.497296	0.436737	-0.420178	-0.663783	0.375033	-0.477797	0.436408	
136	0.052748	-0.648021	0.174376	0.739513	0.621496	0.497687	0.436413	-0.419040	-0.664758	0.374638	-0.476847	0.436303	
137	0.052503	-0.647954	0.174827	0.739482	0.622136	0.498123	0.436061	-0.417937	-0.665708	0.374190	-0.475934	0.436236	
138	0.052008	-0.647711	0.175630	0.739540	0.622800	0.498666	0.435557	-0.416824	-0.666682	0.373628	-0.474954	0.436299	
139	0.051666	-0.647648	0.176054	0.739519	0.623132	0.499191	0.435340	-0.415926	-0.667461	0.373078	-0.474390	0.436192	
140	0.051160	-0.647609	0.176568	0.739465	0.623588	0.499486	0.435078	-0.415161	-0.668116	0.372773	-0.473738	0.436157	
141	0.050468	-0.647401	0.177381	0.739500	0.624291	0.499643	0.434530	-0.414489	-0.668703	0.372616	-0.472818	0.436391	
142	0.050026	-0.647156	0.177998	0.739596	0.626380	0.498655	0.434377	-0.412684	-0.670080	0.373699	-0.470532	0.435823	
143	0.049110	-0.646568	0.179239	0.739873	0.627280	0.498697	0.433358	-0.412338	-0.670422	0.373660	-0.469389	0.436562	
144	0.048296	-0.646021	0.180329	0.740139	0.627138	0.499977	0.432176	-0.412244	-0.670670	0.372289	-0.469161	0.437597	
145	0.047872	-0.645575	0.180907	0.740415	0.629122	0.499674	0.431083	-0.410730	-0.671915	0.372626	-0.466769	0.437957	
146	0.046862	-0.644602	0.182082	0.741039	0.629838	0.500854	0.429383	-0.409975	-0.672705	0.371362	-0.465487	0.439181	
147	0.045496	-0.643687	0.183162	0.741652	0.630338	0.501979	0.427816	-0.409469	-0.673281	0.370151	-0.464489	0.440377	
148	0.044407	-0.643184	0.183818	0.741993	0.630604	0.502286	0.427350	-0.409168	-0.673569	0.369819	-0.464051	0.440676	
149	0.043284	-0.642861	0.184653	0.742131	0.630700	0.503133	0.426402	-0.408968	-0.673844	0.368905	-0.463649	0.441445	
150	0.041269	-0.642461	0.186121	0.742226	0.631139	0.503909	0.425429	-0.408349	-0.674445	0.368066	-0.462837	0.442078	
151	0.039958	-0.642325	0.187074	0.742176	0.631790	0.504490	0.424254	-0.407848	-0.674944	0.367434	-0.461813	0.442912	
152	0.038811	-0.642455	0.187978	0.741896	0.633023	0.504761	0.423165	-0.406730	-0.675901	0.367133	-0.460153	0.443430	
153	0.037061	-0.642608	0.189354	0.741503	0.634431	0.505280	0.421908	-0.405196	-0.677209	0.366561	-0.458183	0.443948	
154	0.036360	-0.642792	0.189901	0.741238	0.635487	0.505091	0.421114	-0.404601	-0.677695	0.366751	-0.456889	0.444382	
155	0.035290	-0.642999	0.190614	0.740928	0.636958	0.505536	0.420209	-0.402669	-0.679286	0.366253	-0.454857	0.444449	
156	0.033923	-0.643070	0.191505	0.740699	0.638357	0.505589	0.419213	-0.401423	-0.680303	0.366172	-0.453034	0.444821	
157	0.033116	-0.642761	0.192019	0.740871	0.640313	0.505645	0.418188	-0.399300	-0.682002	0.366074	-0.450487	0.444887	
158	0.031362	-0.641954	0.193213	0.741337	0.641460	0.506068	0.416921	-0.398249	-0.682900	0.365585	-0.448846	0.445570	
159	0.029919	-0.641167	0.194249	0.741807	0.642545	0.506164	0.416272	-0.397054	-0.683857	0.365452	-0.447399	0.445667	
160	0.028608	-0.640099	0.195221	0.742525	0.643638	0.506150	0.415688	-0.395911	-0.684759	0.365437	-0.445976	0.445720	
161	0.026336	-0.638435	0.196805	0.743623	0.644338	0.506795	0.414848	-0.394826	-0.685678	0.364711	-0.444832	0.446044	
162	0.025058	-0.637491	0.197611	0.744263	0.645333	0.507387	0.413449	-0.393909	-0.686478	0.364027	-0.443309	0.446889	
163	0.023355	-0.636200	0.198584	0.745164	0.646016	0.508008	0.412297	-0.393194	-0.687114	0.363319	-0.442181	0.447605	
164	0.020754	-0.634341	0.200140	0.746408	0.646707	0.508906	0.410863	-0.392398	-0.687840	0.362303	-0.440938	0.448537	
165	0.019047	-0.633283	0.201205	0.747065	0.647828	0.509649	0.409420	-0.391091	-0.688942	0.361438	-0.439177	0.449271	
166	0.018087	-0.632790	0.201870	0.747327	0.648621	0.510400	0.408196	-0.390074	-0.689812	0.360573	-0.437843	0.449933	
167	0.016618	-0.632227	0.202904	0.747558	0.650077	0.510527	0.407205	-0.388517	-0.691032	0.360366	-0.435853	0.450159	
168	0.014858	-0.631670	0.204137	0.747730	0.651707	0.510522	0.406065	-0.386983	-0.692220	0.360291	-0.433668	0.450504	
169	0.013812	-0.631508	0.204934	0.747669	0.653008	0.510458	0.405026	-0.385963	-0.693006	0.360292	-0.431938	0.450957	
170	0.011876	-0.631140	0.206386	0.747614	0.655018	0.510344	0.403836	-0.383949	-0.694537	0.360305	-0.429264	0.451145	
171	0.010171	-0.630675	0.207623	0.747689	0.657246	0.510196	0.402751	-0.381469	-0.696405	0.360334	-0.426295	0.451057	
172	0.009121	-0.630000	0.208241	0.748099	0.659204	0.510350	0.401602	-0.379090	-0.698215	0.360034	-0.423562	0.451073	
173	0.006921	-0.628546	0.209483	0.748998	0.660438	0.510370	0.400637	-0.377934	-0.699089	0.359924	-0.421858	0.451404	
174	0.005477	-0.627392	0.210296	0.749750	0.661124	0.510825	0.399678	-0.377135	-0.699734	0.359365	-0.420734	0.451898	
175	0.003847	-0.625787	0.211214	0.750842	0.661339	0.511638	0.398503	-0.376898	-0.699994	0.358437	-0.420113	0.452809	
176	0.001632	-0.623789	0.212459	0.752161	0.661437	0.512808	0.397350	-0.376353	-0.700515	0.357117	-0.419513	0.453602	
177	0.000950	-0.623170	0.212849	0.752565	0.661787	0.513663	0.396149	-0.375838	-0.700982	0.356127	-0.418685	0.454424	
178	0.004611	-0.625866	0.210541	0.750961	0.662038	0.514682	0.394916	-0.375299	-0.701480	0.354958	-0.417922	0.455272	
179	0.002575	0.620641	-0.215149	-0.753995	0.661912	0.515893	0.393975	-0.374847	-0.701928	0.353601	-0.417605	0.455928	
180	0.004647	0.619709	-0.216615	-0.754333	0.662037	0.516665	0.393286	-0.374288	-0.702413	0.352719	-0.417116	0.456310	
181	0.006088	0.619884	-0.217804	-0.753836	0.661751	0.517656	0.392752	-0.373983	-0.702728	0.351621	-0.417107	0.456680	
182	0.006963	0.620512	-0.218686	-0.753056	0.661912	0.518417	0.392293	-0.373126	-0.703432	0.350747	-0.416572	0.456757	
183	0.008541	0.620829	-0.220176	-0.752343	0.662774	0.518964	0.391502	-0.371662	-0.704563	0.350054	-0.415143	0.456847	
184	0.008969	0.621008	-0.220907	-0.751977	0.663905	0.518495	0.391601	-0.370192	-0.705608	0.350489	-0.413761	0.456155	
185	0.009839	0.621221	-0.222330	-0.751370	0.665610	0.517790	0.391319	-0.368411	-0.706853	0.351136	-0.411662	0.455627	
186	0.010639	0.621218	-0.223532	-0.751005	0.667490	0.516921	0.391348	-0.366193	-0.708400	0.351946	-0.409375	0.454661	
187	0.011133	0.620738	-0.224279	-0.751172	0.669827	0.516186	0.391021	-0.363298	-0.710441	0.352545	-0.406365	0.453709	
188	0.012179	0.619893	-0.225615	-0.751454	0.671807	0.514887	0.391340	-0.361136	-0.711887	0.353812	-0.404084	0.452492	
189	0.012809	0.619006	-0.226185	-0.752002	0.674142	0.513579	0.391506	-0.358458	-0.713694	0.355039	-0.401278	0.451181	
190	0.013781	0.617172	-0.226808	-0.753304	0.675468	0.512631	0.392534	-0.356186	-0.715242	0.355953	-0.399750	0.449362	
191	0.015146	0.614898	-0.227787	-0.754841	0.676466	0.511330	0.394271	-0.354241	-0.716517	0.357296	-0.398828	0.447078	
192	0.015982	0.613202	-0.228226	-0.756069	0.677657	0.510149	0.395813	-0.351939	-0.718049	0.358468	-0.397560	0.444807	
193	0.017432	0.609922	-0.229040	-0.758441	0.678784	0.508917	0.397698	-0.349417	-0.719724	0.359688	-0.396379	0.442160	
194	0.018520	0.607144	-0.229746	-0.760428	0.679708	0.507422	0.400243	-0.346879	-0.721373	0.361209	-0.395568	0.438947	
195	0.018739	0.605200	-0.230121	-0.761857	0.681560	0.505230	0.402865	-0.343392	-0.723597	0.363373	-0.393646	0.435213	
196	0.019101	0.601597	-0.230871	-0.764470	0.684340	0.502732	0.404846	-0.339173	-0.726272	0.365736	-0.390446	0.431647	
197	0.018790	0.599584	-0.231209	-0.765956	0.687090	0.500667	0.406714	-0.334401	-0.729351	0.367567	-0.387040	0.427951	
198	0.017442	0.597393	-0.231340	-0.767658	0.690309	0.497934	0.408385	-0.329782	-0.732205	0.370057	-0.383167	0.424402	
199	0.015654	0.592902	-0.231734	-0.771052	0.691994	0.495845	0.410285	-0.327028	-0.733831	0.372048	-0.381320	0.421507	
200	0.014292	0.588511	-0.232127	-0.774318	0.693874	0.493773	0.411913	-0.324122	-0.735547	0.373976	-0.379153	0.418756	
201	0.013885	0.585328	-0.232491	-0.776625	0.694453	0.493025	0.413212	-0.322363	-0.736645	0.374634	-0.378440	0.416877	
202	0.013955	0.580488	-0.233154	-0.780050	0.694754	0.491894	0.414591	-0.321669	-0.736964	0.375792	-0.378338	0.415361	
